time,mag,err
0.0,15.991002255252484,0.056335528047909644
0.0010416666666666667,15.898511125316102,0.15109956262409605
0.0020833333333333333,15.822555042420424,0.04737313112980177
0.0031249999999999997,16.150233579003466,0.04573213489262164
0.004166666666666667,15.902650418504228,0.060739991609384175
0.005208333333333333,15.759371068248148,0.011941697644343642
0.0062499999999999995,15.83813700516952,0.0010220367975037285
0.007291666666666666,16.067593875511783,0.007309297782590384
0.008333333333333333,15.898180912685847,0.05823667182180071
0.009375,15.78713102504738,0.07687111539484232
0.010416666666666666,15.895974442652768,0.023399928602789534
0.011458333333333334,16.07417624172844,0.05842424767635593
0.012499999999999999,15.865073916494044,0.017111545021374797
0.013541666666666667,15.993173455197143,0.03394705990249408
0.014583333333333332,16.126681652745187,0.06112296706786652
0.015625,15.99053560615687,0.1259394080563172
0.016666666666666666,16.00578238280911,0.002435047347539812
0.017708333333333333,16.032251712135,0.17475260489304661
0.01875,15.895736156247931,0.09415648071167088
0.019791666666666666,15.981765457112678,0.024820260390850595
0.020833333333333332,16.027520476996884,0.05459169089613495
0.021875000000000002,15.931135574186133,0.1700339649762848
0.02291666666666667,15.990660567632563,0.08763820714249011
0.02395833333333333,15.941579125937242,0.12059664676797367
0.024999999999999998,16.025109115563122,0.06035006063911879
0.026041666666666668,15.899007139825514,0.0870100294149851
0.027083333333333334,15.845288573649249,0.007365252511029638
0.028125,15.914763335514168,0.012533569227383762
0.029166666666666664,16.02765112546344,0.09365231147788783
0.030208333333333334,15.941564362289157,0.00025449616176723144
0.03125,15.837809951922269,0.07581277453597074
0.03229166666666667,16.00389487293319,0.011274726772357371
0.03333333333333333,15.87667011211206,0.06801631922887791
0.034374999999999996,15.995928551929815,0.014073391221910824
0.035416666666666666,15.93925886218263,0.02116716808721363
0.036458333333333336,16.08296022122083,0.006676845165508025
0.0375,15.998977509961946,0.023313478245312862
0.03854166666666667,15.889913776855748,0.12784565508073986
0.03958333333333333,15.97668634253158,0.21636971136383007
0.040625,16.068757866329992,0.07740565283711212
0.041666666666666664,16.039919050671852,0.11208498622313193
0.04270833333333333,15.953287380319276,0.04255109558137034
0.043750000000000004,15.979602149759033,0.07129429845749564
0.04479166666666667,15.928465236104726,0.06840933070389194
0.04583333333333334,16.072244327064638,0.03515895451538312
0.046875,16.02837798481284,0.059214178748466795
0.04791666666666666,15.967472686084482,0.1835071819793172
0.04895833333333333,15.968426788598936,0.06759387551178267
0.049999999999999996,15.870340279324823,0.04156481578576371
0.05104166666666667,15.863100686392356,0.017084013076062807
0.052083333333333336,15.913974855823446,0.15466562056129726
0.053125,15.827607995797816,0.02766923849317003
0.05416666666666667,15.941444574065008,0.13589655823966823
0.05520833333333333,15.979804859880387,0.10964939125076463
0.05625,15.985283547756588,0.07153474627319986
0.057291666666666664,15.945540832002214,0.07881388037249464
0.05833333333333333,15.960596968853054,0.07224433840593987
0.059375000000000004,15.987860628051722,0.10553576913855196
0.06041666666666667,15.988592169368955,0.07299951321535537
0.06145833333333334,15.873778704628581,0.044511518400244046
0.0625,15.923128884598219,0.008997744747516292
0.06354166666666666,15.900857794814764,0.08601551303728344
0.06458333333333334,15.94380118095945,0.13689931249251383
0.065625,16.01942857015539,0.12262997779243401
0.06666666666666667,15.975179739608064,0.017707375885163922
0.06770833333333333,16.078398343012836,0.17239200376123154
0.06874999999999999,16.023457448738483,0.0823699693851089
0.06979166666666667,15.891863115517017,0.11008593813340685
0.07083333333333333,16.048158872157888,0.014999802332727805
0.07187500000000001,16.005383200414848,0.05654875580224891
0.07291666666666667,16.087010029414916,0.009315150685170638
0.07395833333333333,16.01004835863827,0.0030629674361441206
0.075,16.06806905231015,0.04125433574307301
0.07604166666666666,15.954267865107362,0.010402000330001958
0.07708333333333334,15.889449784502554,0.07559185300949045
0.078125,15.944166753242333,0.08520786024938401
0.07916666666666666,16.01770737588516,0.0029909594802668884
0.08020833333333334,15.993323154834489,0.03188346705047389
0.08125,15.966322835193873,0.13318500426092583
0.08229166666666667,15.94366447195209,0.12082791224371708
0.08333333333333333,15.913984486962717,0.01564181579538508
0.08437499999999999,16.03677323854813,0.010048358638311043
0.08541666666666665,16.094637030778145,0.11186798394716228
0.08645833333333335,16.071294298457495,0.008060111369678881
0.08750000000000001,15.866814995739075,0.014716452133768203
0.08854166666666667,15.92962575930467,0.12258841655866287
0.08958333333333333,16.072805524902943,0.10226597558063938
0.090625,16.170116013767316,0.14440984743198648
0.09166666666666667,15.947944925034431,0.07037424069532947
0.09270833333333334,16.041564815785765,0.0184498146104721
0.09375,15.907145981204527,0.10227476994149769
0.09479166666666666,16.074883691402054,0.005383200414958295
0.09583333333333333,15.907877099302016,0.03499364336080296
0.096875,16.1035176500826,0.058555425657709596
0.09791666666666667,16.090100651462393,0.1014888746838981
0.09895833333333333,16.125056690962403,0.08349726438429339
0.09999999999999999,15.927570640127982,0.08084548538871826
0.10104166666666665,16.034993643360803,0.07756701716945405
0.10208333333333335,16.158900613520828,0.04815887215806045
0.10312500000000001,16.011274726772356,0.04241791681419898
0.10416666666666667,15.825247395106953,0.08573931287008678
0.10520833333333333,16.06035006063912,0.052055074965568895
0.10625,16.09409663261298,0.09409663261298083
0.10729166666666667,15.922432982830546,0.010189993172466064
0.10833333333333334,15.94578332998058,0.03953639670389621
0.109375,16.003062967436144,0.10092001808908205
0.11041666666666666,15.916502735615706,0.09212290069798437
0.11145833333333333,15.932063743198363,0.05912252169461641
0.1125,15.669785555782987,0.028377991944580752
0.11354166666666667,15.878564886624954,0.10569198539865074
0.11458333333333333,15.945293014235473,0.10249966525361581
0.11562499999999999,15.916877052963637,0.01394141213778948
0.11666666666666665,15.897861681199373,0.046712575115938966
0.11770833333333335,15.854493729449548,0.03157320858098836
0.11875000000000001,15.92246593156581,0.07485340254068237
0.11979166666666667,16.042530029607786,0.15023357900346412
0.12083333333333333,16.0800855595186,0.023457448738923053
0.121875,16.005390760141466,0.1364115856553316
0.12291666666666667,16.08136525714355,0.06757449201038966
0.12395833333333334,15.870079838828824,0.024944338707229622
