angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.055712,ztf_000591_zr_c01_q1_match_programid,30498,8.99540008896165,0.9954000843966566,19,0.052389478126139824,9.670027065674129,1.6700270777590167,19,0.08789616198731667,1.4011782479611197,0.674626976712478,[118 119 120],-45.78794674796944,299.1761927,16.4267389,2507.767,1997.134,58344.1893634,58344.2980324,0.10680549999960931,299.1761791314120,16.4267472729145,0.002,0.001,90,1820115610024645632,299.17616918443,0.0474,16.42670925830,0.0388,0.4284,0.0702,-2.216,0.098,-8.829,0.082,0,3.61632e+03,2.08393e+00,16.792698,1.74383e+03,9.41958e+00,17.247625,2.75969e+03,8.76417e+00,16.159771,1.087854,,,0,4999.65,0.7790,0.3860,,
0.391603,ztf_000591_zr_c01_q1_match_programid,89173,18.079868233428407,10.07986811742578,19,0.5305193746013569,18.37476929314733,10.374769262369911,19,0.5460404874931533,1.1588759536553788,0.29490105971892433,[204 205 206],86.84203174425352,299.8849901,16.4270914,102.785,1946.514,58344.2868287,58344.2980324,0.00840279999829363,299.8850912305254,16.4270421725268,0.001,0.001,90,1820080421333621888,299.88507857461,0.0343,16.42703225921,0.0312,0.5626,0.0591,-2.819,0.074,-2.302,0.066,0,5.63492e+03,2.44855e+00,16.311146,2.65179e+03,1.05686e+01,16.792542,4.47898e+03,1.71132e+01,15.633972,1.158569,,,0,4953.23,0.8123,0.4000,1.20,0.784
0.908621,ztf_000591_zr_c01_q1_match_programid,109227,70.2062601835675,62.20626019847754,19,3.2740136946567127,48.51867774224739,40.51867760313759,19,2.132561979112505,1.9525461607276224E-5,-21.687582441320103,[155 156 157],389.944311296567,299.6266997,16.270318,967.654,2526.594,58344.2509838,58344.2980324,0.04516200000216486,299.6268381418684,16.2701034274232,0.013,0.010,90,1820074412678857984,299.62681625062,0.4197,16.27007672781,0.2917,-0.0261,0.5236,-4.881,0.855,-6.201,0.624,0,2.55392e+02,9.28291e-01,19.670350,1.51719e+02,1.23641e+01,19.898792,2.07815e+02,7.55204e+00,18.967728,0.931065,,,0,,,,,
0.715677,ztf_000591_zr_c01_q1_match_programid,113294,23.65979313803703,15.659793160261431,16,0.9787370725163395,29.992388253267784,21.99238854990403,16,1.374524284369002,23.719501493522852,6.3325951152307525,[41 42 43],164.80861130674938,299.511539,16.8585387,1401.121,307.063,58343.2387616,58344.2980324,1.0574190000043018,299.5113440942903,16.8584699406442,0.002,0.002,90,1820156120147133440,299.51132786761,0.0615,16.85845410305,0.0562,0.2500,0.0891,-3.607,0.133,-3.678,0.122,0,1.91764e+03,1.63755e+00,17.481447,9.83213e+02,2.26119e+01,17.869770,1.41307e+03,9.88246e+00,16.886509,0.983261,,,0,,,,,
0.640660,ztf_000591_zr_c01_q1_match_programid,128015,15.83337832056361,7.833378470424871,17,0.4607869688485218,15.745431483231918,7.745431547222311,17,0.4556136204248418,0.95697939492404,-0.08794683733169073,[94 95 96],83.70147626638752,299.8484691,16.1178995,189.882,3044.981,58344.1893634,58344.2980324,0.10680549999960931,299.8484047365914,16.1177326263806,0.052,0.040,0,1820053934275523840,299.84838491856,1.8899,16.11772982804,2.0233,2.6670,4.2150,-4.422,2.574,-0.650,3.361,0,9.17479e+01,1.06354e+00,20.781876,4.59397e+01,5.33164e+00,21.195917,7.21330e+01,7.05982e+00,20.116585,1.079332,,,0,,,,,
0.191297,ztf_000591_zr_c01_q1_match_programid,7516,34.45428168814929,26.454281533923478,20,1.3227140766961738,23.39329790768014,15.393297889188089,20,0.7696648944594044,0.00396403873750649,-11.060983780469147,[1 2 3],108.74562004951176,299.8333925,16.9349186,306.727,3.753,58343.1924537,58344.2980324,1.103726800000004,299.8333677690270,16.9348710192482,0.002,0.002,90,1820248719633918592,299.83336584633,0.0635,16.93485321604,0.0585,0.7274,0.1005,-0.427,0.133,-4.135,0.123,0,1.85795e+03,1.71494e+00,17.515783,8.92711e+02,9.46554e+00,17.974611,1.49015e+03,8.16897e+00,16.828842,1.145769,,,0,,,,,
0.729562,ztf_000591_zr_c01_q2_match_programid,27833,9.656912810851914,1.656912822276074,11,0.150628438388734,11.265777111423647,3.2657771348432125,11,0.2968888304402921,2.2354267518993614,1.6088643005717334,[230 231 232],41.61428785408822,298.9033878,16.4756902,380.786,1843.447,58344.2933681,58344.2980324,0.002800900001602713,298.9031921939700,16.4756134841706,0.002,0.002,90,1820301358742824960,298.90337110911,0.0554,16.47563976698,0.0481,2.9371,0.0877,39.848,0.115,6.104,0.100,0,3.32783e+03,3.20352e+00,16.882961,6.13748e+02,1.36410e+01,18.381414,4.43921e+03,1.40200e+01,15.643656,2.737759,,,0,3904.67,,,,
0.176824,ztf_000591_zr_c01_q2_match_programid,43739,15.248441765387678,7.248441762900264,28,0.2588729201035809,13.682516755692177,5.682516745261686,28,0.20294702661648878,0.45704999087479514,-1.5659250096955013,[20 21 22],5.101183423168862,298.6485721,16.2159616,1220.5,2645.942,58343.2081944,58344.2980324,1.087986099999398,298.6486231243763,16.2159581217411,0.003,0.003,90,1819920751634476288,298.64860107635,0.0835,16.21593029811,0.0853,0.3468,0.1369,-4.917,0.181,-6.462,0.177,0,1.09044e+03,1.19413e+00,18.094358,5.36917e+02,7.10855e+00,18.526620,7.74188e+02,5.81804e+00,17.539804,0.986816,,,0,,,,,
0.952764,ztf_000591_zr_c01_q2_match_programid,44638,62.158059163195674,54.158059025200465,44,1.2308649778454652,26.893199880879532,18.893199952756248,44,0.42939090801718743,2.1995462801392444E-8,-35.26485928231614,[80 81 82 83],310.91228083810233,298.6382934,16.2012432,1262.993,2701.966,58343.2639583,58344.2980324,1.03125,298.6382317272945,16.2009852549203,0.006,0.005,90,1819920511116292480,298.63821774885,0.1788,16.20096667790,0.1638,1.0549,0.2733,-3.118,0.380,-4.315,0.353,0,4.43521e+02,1.03295e+00,19.071081,2.04024e+02,9.83893e+00,19.577183,3.45428e+02,1.15972e+01,18.416027,1.161156,,,0,,,,,
0.443959,ztf_000591_zr_c01_q2_match_programid,75590,38.58923529371286,30.5892352334118,28,1.0924726869075643,14.477076305517594,6.477076300012136,28,0.231324153571862,5.8091314292767015E-6,-24.11215898819527,[53 54 55],176.8719211548047,298.6424309,16.2079524,1244.693,2678.037,58343.2396875,58344.2980324,1.0564930000036838,298.6423185553136,16.2078926480901,0.004,0.004,0,1819920511116298496,298.64231030478,0.1237,16.20788363973,0.1284,0.5780,0.1958,-1.840,0.267,-2.092,0.278,0,6.10876e+02,1.02373e+00,18.723482,2.24556e+02,6.19214e+00,19.473076,5.29755e+02,7.26164e+00,17.951730,1.521345,,,0,,,,,
