angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.313194,ztf_000540_zr_c01_q1_match_programid,4551,38.326722035460875,30.326721814303298,29,1.0457490280794242,28.250133460461267,20.250133203742948,29,0.698280455301481,0.006484800094615995,-10.076588574999608,[77 78 79],191.49856857511816,295.4004685,9.652229,752.029,335.257,58342.2211343,58342.3060185,0.08303239999804646,295.4004159759834,9.6521590892344,0.014,0.009,90,4301876592716856576,295.40040379149,0.3928,9.65214132577,0.3057,0.3583,0.5396,-2.790,0.887,-4.126,0.593,0,2.81187e+02,1.19777e+00,19.565878,1.23726e+02,9.99118e+00,20.120237,2.35561e+02,7.09649e+00,18.831663,1.288574,,,0,,,,,
0.997644,ztf_000540_zr_c01_q1_match_programid,29720,200.0719892825656,192.07199163369438,12,16.005999302807865,17.6493596680288,9.64935970692813,12,0.8041133089106776,2.440221740654495E-40,-182.4226296145368,[21 22 23],1513.7632457213736,295.3140177,9.2412417,1032.973,1801.252,58342.2119097,58342.3060185,0.09225689999584574,295.3138497831036,9.2410195998946,0.003,0.002,90,4301473763457244160,295.31384978310,3.3950,9.24101959989,1.9053,,,,,,,0,7.70905e+01,1.49495e+00,20.970863,8.27856e+01,3.36670e+01,20.556501,7.57343e+01,1.60723e+01,20.063688,0.492813,,,0,,,,,
0.455599,ztf_000540_zr_c01_q1_match_programid,68379,52.63984355316869,44.63984311944121,19,2.349465427339011,55.381168562564646,47.38116829648044,19,2.49374569981476,3.9379587476224254,2.7413250093959576,[55 56 57],76.05080562735816,295.3906475,9.1871067,759.228,1989.592,58342.199919,58342.3060185,0.10425920000125188,295.3905708093321,9.1870052863233,0.003,0.002,90,4301469674655480064,295.39054620736,0.0979,9.18699092977,0.0744,0.1162,0.1176,-5.641,0.207,-3.334,0.158,0,1.73619e+03,1.78962e+00,17.589375,6.50807e+02,6.84371e+00,18.317757,1.64179e+03,1.36584e+01,16.723627,1.594130,,,0,,,,,
0.332149,ztf_000540_zr_c01_q1_match_programid,70189,37.72818032389347,29.728180608704665,19,1.5646410846686667,33.126685630917436,25.126685921186652,19,1.3224571537466658,0.10018394361970556,-4.601494692976033,[55 56 57],79.94729259642818,295.2449845,9.1381975,1268.156,2170.932,58342.199919,58342.3060185,0.10425920000125188,295.2449063712685,9.1381468794813,0.001,0.001,90,4301470636727567744,295.24489678661,0.0345,9.13812449272,0.0278,0.0686,0.0454,-2.198,0.075,-5.200,0.060,0,1.04957e+04,5.21620e+00,15.635838,3.66993e+03,1.41280e+01,16.439743,1.03155e+04,4.44021e+01,14.728199,1.711544,,,0,4092.21,0.7440,0.3665,,
0.685149,ztf_000540_zr_c01_q1_match_programid,82084,18.409623494204173,10.409623633701713,19,0.5478749280895638,11.552157036926001,3.552157100000396,19,0.18695563684212613,0.03242799361874066,-6.857466457278171,[54 55 56],59.032487896019035,295.5778315,9.6463592,126.103,346.18,58342.199919,58342.3060185,0.10425920000125188,295.5777256014018,9.6462000717323,0.002,0.002,90,4301874294931942144,295.57773350906,0.0753,9.64620128979,0.0647,0.3025,0.0999,1.811,0.159,0.283,0.117,0,2.32506e+03,2.02141e+00,17.272282,1.19284e+03,1.53105e+01,17.659933,1.72515e+03,1.76407e+01,16.669855,0.990078,,,0,,,,,
0.057945,ztf_000540_zr_c01_q1_match_programid,94076,15.698752340389733,7.6987523645473575,18,0.4277084646970754,12.774364667629335,4.774364698175937,18,0.2652424832319965,0.23172734480007198,-2.924387672760398,[158 159 160],46.0578190807218,295.2988134,9.2122145,1097.722,1897.433,58342.2949537,58342.3060185,0.009224499997799285,295.2988215300478,9.2122005475448,0.002,0.002,90,4301473282427447424,295.29881047830,0.0588,9.21218375541,0.0515,0.5644,0.0778,-2.534,0.123,-3.900,0.105,0,3.31600e+03,2.27555e+00,16.886830,1.52619e+03,2.03379e+01,17.392366,2.66784e+03,1.16478e+01,16.196522,1.195845,,,0,4890.40,0.6395,0.3230,0.95,0.466
0.398224,ztf_000540_zr_c01_q1_match_programid,103392,66.89686060193105,58.896861638472714,32,1.8405269262022723,52.038167079968915,44.03816835133288,32,1.3761927609791524,5.935751317261186E-4,-14.858693521962138,[57 58 59 60],165.275619462739,295.5350658,9.7015351,279.025,152.073,58342.2017593,58342.3060185,0.10149300000193762,295.5349910815702,9.7014525653150,0.004,0.003,90,4301877696532377472,295.53498223279,0.1253,9.70142976256,0.1085,0.2187,0.1787,-2.026,0.263,-5.296,0.192,0,1.22688e+03,1.89015e+00,17.966364,5.49037e+02,1.23054e+01,18.502384,1.05480e+03,1.72288e+01,17.203990,1.298393,,,0,,,,,
0.148855,ztf_000540_zr_c01_q1_match_programid,107215,22.314352319558672,14.31435214521597,19,0.7533869550113669,23.946995274346534,15.946995009060645,19,0.8393155267926655,2.262163095400899,1.6326429547878618,[54 55 56],26.732720369786904,295.1266011,9.5355925,1702.893,763.727,58342.199919,58342.3060185,0.10425920000125188,295.1265665219578,9.5355691147023,0.003,0.002,90,4302249984315955328,295.12654963471,0.0871,9.53554050352,0.0644,0.2567,0.1118,-3.868,0.177,-6.645,0.129,0,2.29599e+03,2.20025e+00,17.285940,1.01054e+03,1.29652e+01,17.840004,1.85348e+03,1.09650e+01,16.591948,1.248056,,,0,,,,,
0.637597,ztf_000540_zr_c01_q1_match_programid,118543,73.60624970857535,65.60625079472959,30,2.1868750264909864,76.73548746027498,68.73548875751843,30,2.2911829585839474,4.780852490285801,3.129237751699634,[53 54 55 56],204.0058664359309,294.9196108,8.9770494,2402.948,2759.642,58342.199919,58342.3060185,0.1033333000013954,294.9194484232537,8.9769742749400,0.003,0.002,90,4301450673718155904,294.91942666432,0.0847,8.97696188414,0.0724,0.2104,0.1158,-4.992,0.178,-2.878,0.131,0,2.00539e+03,1.86730e+00,17.432867,9.36596e+02,1.19064e+01,17.922508,1.71099e+03,1.41782e+01,16.678800,1.243708,,,0,,,,,
0.096675,ztf_000540_zr_c01_q1_match_programid,124638,32.547942854282105,24.547943095948682,27,0.909183077627729,30.72039149675969,22.72039162576325,27,0.8414959861393796,0.4010072874048747,-1.8275513575224167,[147 148 149],86.71564044278693,294.7515929,9.3642208,3022.922,1384.913,58342.2848032,58342.3060185,0.019374999996216502,294.7516002712121,9.3642466506609,0.001,0.001,90,4302220984695139968,294.75158399421,0.0405,9.36421836648,0.0317,0.0869,0.0539,-3.730,0.080,-6.569,0.061,0,1.21568e+04,8.81704e+00,15.476319,5.57553e+03,5.22661e+01,15.985673,1.03909e+04,6.31758e+01,14.720283,1.265390,,,0,4943.00,,,,
