angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.264732,ztf_000436_zr_c01_q1_match_programid,34396,28.90250977200915,20.90250979476824,24,0.8709379081153433,140.08103183276913,132.0810326493583,24,5.503376360389929,1.3871049404925033E24,111.17852206075997,[198 199 200 201],521.3837035135673,287.7606762,-5.1689096,977.702,1768.901,58348.3137731,58348.3271065,0.011041700003261212,287.7606714196404,-5.1689829824061,0.007,0.005,90,4212282273539909248,287.76067141964,7.2452,-5.16898298241,4.5512,,,,,,,0,1.92041e+02,3.07619e+00,19.979880,,,,,,,,,,0,,,,,
0.437805,ztf_000436_zr_c01_q1_match_programid,34396,28.90250977200915,20.90250979476824,24,0.8709379081153433,140.08103183276913,132.0810326493583,24,5.503376360389929,1.3871049404925033E24,111.17852206075997,[198 199 200 201],521.3837035135673,287.7606762,-5.1689096,977.702,1768.901,58348.3137731,58348.3271065,0.011041700003261212,287.7606604873856,-5.1687889985167,0.018,0.017,0,4212282273539909120,287.76069193642,0.5852,-5.16881314092,0.5880,-0.5910,0.7495,7.275,1.115,-5.607,1.149,0,3.89070e+02,1.73571e+00,19.213295,1.06760e+02,1.43349e+01,20.280369,7.27914e+02,1.63702e+01,17.606720,2.673649,,,0,,,,,
0.769444,ztf_000436_zr_c01_q1_match_programid,65253,56.14674198273677,48.14674248862738,32,1.5045857027696057,25.44360574704955,17.443605882848328,32,0.5451126838390102,2.1522795431889014E-7,-30.70313623568722,[63 64 65 66 67],360.9054251764087,287.7008273,-4.935116,1194.142,1184.821,58347.3064815,58348.3271065,1.0169444999992265,287.7007085641698,-4.9349379871423,0.025,0.024,90,4212302477087556992,287.70070625871,0.8257,-4.93494633623,0.7416,-1.2516,0.8905,-0.533,1.626,-1.939,1.577,0,1.96034e+02,1.62585e+00,19.957537,8.10772e+01,1.71723e+01,20.579142,2.14628e+02,1.16098e+01,18.932707,1.646435,,,0,,,,,
0.754221,ztf_000436_zr_c01_q1_match_programid,67219,25.032322298611643,17.03232227382993,21,0.8110629654204728,16.7242965001846,8.724296599158302,21,0.4154426951980144,0.01570128223076287,-8.308025798427042,[28 29 30],178.00794000334503,287.422084,-4.9819912,2178.84,1361.822,58347.2738773,58348.3271065,1.0513888999994379,287.4219393498252,-4.9821432751691,0.002,0.001,90,4212299006735307136,287.42193934983,1.7804,-4.98214327517,1.4019,,,,,,,0,1.64036e+02,1.45887e+00,20.151020,6.10734e+01,8.96610e+00,20.886757,1.59812e+02,7.28016e+00,19.252895,1.633862,,,0,,,,,
0.468163,ztf_000436_zr_c01_q1_match_programid,98283,44.06845642392892,36.06845645919945,31,1.1634985954580468,29.858588197621152,21.858588416446135,31,0.7051157553692302,8.210437894966401E-4,-14.20986822630777,[109 110 111 112],698.9510729227613,287.5974385,-4.9720783,1551.066,1086.98,58348.2383912,58348.3271065,0.08641209999768762,287.5973286188974,-4.9720080959267,0.018,0.017,90,4212301205757739136,287.59731352224,0.6565,-4.97203391588,0.6463,2.1646,0.7558,-3.493,1.142,-5.997,1.084,0,2.27390e+02,1.50469e+00,19.796436,6.66202e+01,6.91264e+00,20.792374,2.47392e+02,8.90116e+00,18.778458,2.013916,,,0,,,,,
0.328076,ztf_000436_zr_c01_q1_match_programid,103617,54.433176310927095,46.43317653619144,58,0.80057200924468,35.90456628759969,27.904566280659452,58,0.4811132117355078,9.474656085894577E-5,-18.528610023327403,[106 107 108 109 110],368.3159696752434,287.3980416,-5.1367626,2258.731,1672.645,58348.2420718,58348.3271065,0.08136580000427784,287.3980371882358,-5.1368536261610,0.011,0.011,0,4212292340945260544,287.39804334961,0.3096,-5.13686484714,0.2931,0.3002,0.2862,1.425,0.691,-2.606,0.725,0,4.44576e+02,1.59961e+00,19.068500,1.90457e+02,1.71512e+01,19.651897,4.34659e+02,6.25279e+00,18.166550,1.485348,,,0,,,,,
0.375824,ztf_000436_zr_c01_q1_match_programid,116468,12.740740809231825,4.740740818226804,10,0.4740740818226804,13.82543456899308,5.825434553019148,10,0.5825434553019149,1.7200388536138884,1.0846937597612545,[209 210 211],62.17732038352125,287.4899278,-4.6730881,1935.676,1.905,58348.3234259,58348.3266435,0.001377299995510839,287.4899858492813,-4.6731749970338,0.008,0.007,90,4212383085028470144,287.48998029591,0.2636,-4.67317736146,0.2258,0.1324,0.2822,-1.286,0.500,-0.549,0.440,0,7.88507e+02,2.43758e+00,18.446352,2.69221e+02,3.18763e+01,19.276117,7.71608e+02,2.20682e+01,17.543428,1.732689,,,0,,,,,
0.075686,ztf_000436_zr_c01_q1_match_programid,117367,11.801899146754259,3.8018991241577558,19,0.20009995390303978,11.837834215602507,3.8378341920158348,19,0.2019912732639913,1.0181299216790027,0.035935068848248264,[30 31 32],-216.70919127245875,287.6678989,-4.7100964,1308.235,396.962,58347.2660764,58348.3271065,1.0591897999984212,287.6679172755237,-4.7100860741182,0.002,0.002,90,4212332370061124608,287.66790348316,0.0839,-4.71011697902,0.0755,0.1290,0.0956,-3.193,0.160,-7.178,0.135,0,2.96577e+03,2.15667e+01,17.008020,1.28297e+03,5.54915e+01,17.580849,2.54195e+03,5.23117e+01,16.249002,1.331846,,,0,4777.00,,,,
0.490501,ztf_000436_zr_c01_q1_match_programid,123504,22.17251350121971,14.172513541063601,10,1.41725135410636,10.142993351199966,2.1429933631756732,10,0.2142993363175673,0.0024424342952827686,-12.029520150019746,[26 27 28],222.40086306875446,287.4234882,-4.9755908,2171.921,1342.612,58347.234375,58348.3271065,1.0908912000013515,287.4233514725510,-4.9755940154417,0.016,0.015,0,4212299006735342080,287.42332081068,0.4799,-4.97561177096,0.4422,0.1441,0.5420,-7.095,0.982,-4.124,1.016,0,2.59203e+02,1.50370e+00,19.654264,,,,,,,,,,0,,,,,
0.086507,ztf_000436_zr_c01_q1_match_programid,127291,16.10392686261348,8.103926992758744,29,0.27944575837099117,14.373463533117949,6.373463559402914,29,0.21977460549665223,0.4209540211233272,-1.7304633294955316,[146 147 148],107.36489909872046,287.3971279,-5.1404213,2263.138,1682.146,58348.2646181,58348.3271065,0.060648200000287034,287.3971041817685,-5.1404257039600,0.003,0.002,90,4212292272245314944,287.39710350127,0.0840,-5.14044412172,0.0773,0.3657,0.0905,-0.157,0.169,-4.278,0.153,0,2.70482e+03,2.46102e+00,17.108019,1.03024e+03,1.70216e+01,17.819042,2.48148e+03,8.08073e+00,16.275145,1.543898,,,0,,,,,
