angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.681655,ztf_000592_zr_c01_q1_match_programid,21400,39.395417652005605,31.395417529854708,28,1.1212649117805253,100.3703867592502,92.37038528568269,28,3.2989423316315247,1.7399882228033354E13,60.97496910724459,[ 9 10 11],306.7898569384331,306.4658568,16.4040588,2368.596,1935.121,58343.1993981,58344.2984954,1.0972454000002472,306.4659511882337,16.4042250957402,0.005,0.004,90,1805886241614557952,306.46587842255,0.1403,16.40407027418,0.1467,6.0186,0.1972,-16.212,0.294,-35.959,0.261,0,8.95870e+02,1.27734e+00,18.307753,1.19336e+02,6.53591e+00,20.159462,1.27034e+03,7.08765e+00,17.002117,3.157345,,,0,,,,,
0.150542,ztf_000592_zr_c01_q1_match_programid,43579,32.24826109148747,24.248260832857756,16,1.5155163020536098,11.2457482817344,3.245748252283122,16,0.2028592657676951,2.7501874145277647E-5,-21.00251280975307,[229 230 231 232],188.09417833491136,307.0395044,16.2778016,415.975,2486.8,58344.293831,58344.2984954,0.0018635000014910474,307.0395053702754,16.2777597932720,0.003,0.003,0,1805848274101335040,307.03950888065,0.0810,16.27775670429,0.1014,0.0982,0.1266,0.783,0.167,-0.717,0.177,0,1.53522e+03,2.17681e+01,17.722939,9.01300e+02,5.45381e+01,17.964216,1.06074e+03,5.15985e+01,17.197900,0.766315,,,0,,,,,
0.179962,ztf_000592_zr_c01_q1_match_programid,46959,24.144635851193843,16.144636019844057,62,0.2603973551587751,24.980956546461847,16.980956729628907,62,0.2738863988649824,1.5191642492664217,0.8363206952680038,[172 173 174],270.2532439443895,306.7876066,16.116359,1254.321,3080.356,58344.2402199,58344.2984954,0.007465299997420516,306.7875916158990,16.1164068720132,0.001,0.001,90,1805819072623873408,306.78758997422,0.0494,16.11637605904,0.0487,0.4125,0.0653,-0.366,0.094,-7.157,0.086,0,4.49818e+03,3.16545e+00,16.555775,2.10410e+03,9.97909e+00,17.043722,3.41942e+03,5.47629e+00,15.927038,1.116684,,,0,5021.79,0.9130,0.4475,,
0.884253,ztf_000592_zr_c01_q1_match_programid,51498,44.13301320298132,36.133012828763555,42,0.8603098292562751,21.9075028750868,13.907502736729901,42,0.3311310175411881,1.4920787785478743E-5,-22.22551032789452,[158 159 160 161],184.65895649502278,306.9905157,16.5445956,593.941,1542.018,58344.2355556,58344.2984954,0.06013890000031097,306.9907033253402,16.5444283177239,0.028,0.017,0,1805868619363794048,306.99068739324,0.5896,16.54440601890,0.9289,0.9624,0.6560,-3.547,1.068,-5.179,1.803,0,1.79033e+02,1.27083e+00,20.056034,,,,,,,,,,0,,,,,
0.891039,ztf_000592_zr_c01_q1_match_programid,51498,44.13301320298132,36.133012828763555,42,0.8603098292562751,21.9075028750868,13.907502736729901,42,0.3311310175411881,1.4920787785478743E-5,-22.22551032789452,[158 159 160 161],184.65895649502278,306.9905157,16.5445956,593.941,1542.018,58344.2355556,58344.2984954,0.06013890000031097,306.9902575940384,16.5446023065009,0.009,0.009,90,1805868615067006464,306.99025214445,0.2807,16.54458496268,0.2809,0.1465,0.3593,-1.213,0.569,-4.028,0.548,0,3.41997e+02,1.15635e+00,19.353310,2.06288e+02,1.48092e+01,19.565205,3.22725e+02,8.44473e+00,18.489838,1.075367,,,0,,,,,
0.903821,ztf_000592_zr_c01_q1_match_programid,68570,21.992368547078485,13.992368592192474,15,0.9328245728128316,23.03902108526752,15.03902100060866,15,1.0026014000405774,1.6876318416443439,1.0466525381890364,[75 76 77],213.7583234181719,306.8919768,16.1623497,907.091,2771.57,58343.2803704,58344.2984954,1.0162731999953394,306.8922273332253,16.1622780873556,0.005,0.005,0,1805842986995875456,306.89220477487,0.1663,16.16225112590,0.1937,0.3611,0.2158,-5.032,0.325,-6.262,0.345,0,7.31279e+02,1.40222e+00,18.528158,3.23153e+02,8.91808e+00,19.077868,6.53250e+02,1.63002e+01,17.724222,1.353645,,,0,,,,,
0.081682,ztf_000592_zr_c01_q1_match_programid,386,15.885941111185383,7.885941138542634,65,0.12132217136219436,15.499799903303906,7.499799959840988,65,0.11538153784370751,0.8244237645176044,-0.38614120788147765,[64 65 66],119.45216219165226,306.4002595,16.0858958,2574.172,3080.282,58343.2494097,58343.2988889,0.04387729999871226,306.4002685127222,16.0859167719790,0.001,0.001,90,1805827349021830528,306.40026220879,0.0449,16.08589876447,0.0397,0.2627,0.0501,-1.407,0.090,-4.182,0.071,0,6.18716e+03,2.89742e+00,16.209639,3.22710e+03,1.83267e+01,16.579357,4.36662e+03,1.20324e+01,15.661557,0.917800,,,0,5353.53,,,,
0.220099,ztf_000592_zr_c01_q2_match_programid,7191,39.45586434832485,31.45586471628555,33,0.9532080217056227,43.98297278167804,35.98297319753021,33,1.090393127197885,9.617210142845998,4.527108433353192,[191 192 193 194],603.2087024103569,305.9440101,16.8131977,1110.355,660.211,58344.2751389,58344.2984954,0.02054399999906309,305.9440712620326,16.8131800897178,0.016,0.015,90,1808929178696735488,305.94407123921,0.4726,16.81317079563,0.5483,0.6908,0.7197,-0.005,1.056,-2.159,0.976,0,1.77103e+02,8.84659e-01,20.067802,5.22461e+01,5.84365e+00,21.056253,2.39295e+02,1.11176e+01,18.814587,2.241667,,,0,,,,,
0.171122,ztf_000592_zr_c01_q2_match_programid,18680,9.188059737058808,1.1880597423783639,10,0.11880597423783638,8.880080782983898,0.8800807890669126,10,0.08800807890669125,0.8572810421002897,-0.30797895407491005,[114 115 116],72.6145498668638,305.6099506,16.600208,2237.694,1296.713,58343.2961111,58344.2984954,1.0005324000012479,305.6099975692044,16.6001927212997,0.001,0.001,0,1808921069804673152,305.60996932568,0.0183,16.60017608157,0.0225,0.0983,0.0262,-6.286,0.036,-3.865,0.042,0,2.63307e+04,2.01915e+02,14.637210,1.53247e+04,4.15554e+02,14.887908,1.68649e+04,2.97060e+02,14.194463,0.693445,,,0,6456.73,,,,
0.144857,ztf_000592_zr_c01_q2_match_programid,43046,22.592630322804954,14.592630394481056,31,0.4707300127251953,21.627148590317532,13.627148644019208,31,0.43958544012965184,0.6170897114313466,-0.9654817324874223,[189 190 191],109.57404925457419,305.6954478,16.1365144,1916.101,3080.446,58344.2685301,58344.2984954,0.027118099998915568,305.6954181892751,16.1365428609561,0.007,0.007,0,1805793573401483136,305.69543054170,0.2403,16.13652289268,0.2535,-0.0791,0.3203,2.756,0.458,-4.638,0.461,0,4.70604e+02,1.46920e+00,19.006727,2.28905e+02,7.99823e+00,19.452251,4.00017e+02,6.91956e+00,18.256723,1.195528,,,0,,,,,
