match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff
ztf_000592_zr_c01_q1_match_programid,21400,39.395417652005605,31.395417529854708,28,1.1212649117805253,100.3703867592502,92.37038528568269,28,3.2989423316315247,17399882228033.354,60.97496910724459,[ 9 10 11],306.7898569384331,306.4658568,16.4040588,2368.596,1935.121,58343.1993981,58344.2984954,1.0972454000002472
ztf_000592_zr_c01_q1_match_programid,43579,32.24826109148747,24.248260832857756,16,1.5155163020536098,11.2457482817344,3.245748252283122,16,0.2028592657676951,2.7501874145277647e-05,-21.00251280975307,[229 230 231 232],188.09417833491136,307.0395044,16.2778016,415.975,2486.8,58344.293831,58344.2984954,0.0018635000014910474
ztf_000592_zr_c01_q1_match_programid,46959,24.144635851193843,16.144636019844057,62,0.2603973551587751,24.980956546461847,16.980956729628907,62,0.2738863988649824,1.5191642492664217,0.8363206952680038,[172 173 174],270.2532439443895,306.7876066,16.116359,1254.321,3080.356,58344.2402199,58344.2984954,0.007465299997420516
ztf_000592_zr_c01_q1_match_programid,51498,44.13301320298132,36.133012828763555,42,0.8603098292562751,21.9075028750868,13.907502736729901,42,0.3311310175411881,1.4920787785478743e-05,-22.22551032789452,[158 159 160 161],184.65895649502278,306.9905157,16.5445956,593.941,1542.018,58344.2355556,58344.2984954,0.06013890000031097
ztf_000592_zr_c01_q1_match_programid,57583,39.3678681533725,31.36786854633732,24,1.306994522764055,27.817548321617835,19.817548594066842,24,0.8257311914194517,0.00310370128784716,-11.550319831754663,[123 124 125],334.2640314247742,307.1651319,16.6615859,8.378,1112.051,58344.2355556,58344.2984954,0.061076400001184084
ztf_000592_zr_c01_q1_match_programid,68570,21.992368547078485,13.992368592192474,15,0.9328245728128316,23.03902108526752,15.03902100060866,15,1.0026014000405774,1.6876318416443439,1.0466525381890364,[75 76 77],213.7583234181719,306.8919768,16.1623497,907.091,2771.57,58343.2803704,58344.2984954,1.0162731999953394
ztf_000592_zr_c01_q1_match_programid,386,15.885941111185383,7.885941138542634,65,0.12132217136219436,15.499799903303906,7.499799959840988,65,0.11538153784370751,0.8244237645176044,-0.38614120788147765,[64 65 66],119.45216219165226,306.4002595,16.0858958,2574.172,3080.282,58343.2494097,58343.2988889,0.04387729999871226
ztf_000592_zr_c01_q2_match_programid,7191,39.45586434832485,31.45586471628555,33,0.9532080217056227,43.98297278167804,35.98297319753021,33,1.090393127197885,9.617210142845998,4.527108433353192,[191 192 193 194],603.2087024103569,305.9440101,16.8131977,1110.355,660.211,58344.2751389,58344.2984954,0.02054399999906309
ztf_000592_zr_c01_q2_match_programid,18680,9.188059737058808,1.1880597423783639,10,0.11880597423783638,8.880080782983898,0.8800807890669126,10,0.08800807890669125,0.8572810421002897,-0.30797895407491005,[114 115 116],72.6145498668638,305.6099506,16.600208,2237.694,1296.713,58343.2961111,58344.2984954,1.0005324000012479
ztf_000592_zr_c01_q2_match_programid,43046,22.592630322804954,14.592630394481056,31,0.4707300127251953,21.627148590317532,13.627148644019208,31,0.43958544012965184,0.6170897114313466,-0.9654817324874223,[189 190 191],109.57404925457419,305.6954478,16.1365144,1916.101,3080.446,58344.2685301,58344.2984954,0.027118099998915568
ztf_000592_zr_c01_q2_match_programid,49502,36.15683593036546,28.156835975024247,41,0.6867520969518109,30.523701735734306,22.52370169631086,41,0.5493585779588014,0.059810915734599956,-5.633134194631154,[79 80 81 82],173.14158829450164,306.2015098,16.7530148,226.34,721.878,58343.2644213,58344.2984954,1.0312384999997448
ztf_000592_zr_c01_q2_match_programid,64435,11.302184925945514,3.302184912294148,12,0.27518207602451233,10.60857819998794,2.6085781938638952,12,0.2173815161553246,0.7069443260176804,-0.693606725957574,[112 113 114],49.50530750787152,305.965316,16.8129204,1040.968,520.535,58343.2942593,58344.2984954,1.0023843000017223
