match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff
ztf_000488_zr_c01_q1_match_programid,34058,286.1238707000285,278.1238691813365,29,9.590478247632293,280.5420705395824,272.5420679148872,29,9.398002341892662,0.061365954767644525,-5.5818001604460505,[104 105 106 107 108 109 110],1858.321751253821,290.9642613,1.9769395,2808.379,2161.081,58340.2881019,58340.2945602,0.0009259000071324408
ztf_000488_zr_c01_q1_match_programid,36907,576.5864749242969,568.5864791880332,20,28.42932395940166,164.09066068646524,156.0906617719569,20,7.804533088597845,2.677145863022649e-90,-412.49581423783167,[ 99 100 101],2336.9765235762457,291.1958507,1.9291621,1983.932,2326.694,58340.2816319,58340.2964005,0.012916700005007442
ztf_000488_zr_c01_q1_match_programid,37771,18.804993127412068,10.804993358896665,29,0.3725859778929884,10.50285536741622,2.5028553909357494,29,0.08630535830812928,0.015747575217645155,-8.302137759995848,[10 11 12],42.903630546225514,291.2172982,1.9157126,1895.499,2375.202,58340.1976505,58340.2964005,0.09689820000494365
ztf_000488_zr_c01_q1_match_programid,68583,32.29802237871371,24.298022513565883,29,0.8378628452953752,18.179743433941855,10.179743378723817,29,0.3510256337490971,0.0008595174142957155,-14.118278944771856,[10 11 12],241.177847303603,291.2797306,2.0949266,1677.712,1736.458,58340.1976505,58340.2964005,0.09689820000494365
ztf_000488_zr_c01_q1_match_programid,99674,25.65503364688362,17.65503362248868,42,0.42035794339258764,26.773013845945353,18.773013802692915,42,0.4469765191117361,1.7489053877708272,1.1179801990617335,[29 30 31 32],143.7918036985249,291.2778778,2.092516,1687.119,1747.081,58340.2161111,58340.2964005,0.07752320000145119
ztf_000488_zr_c01_q1_match_programid,124333,58.14494976257868,50.1449503602851,43,1.1661616362857001,36.6476029971428,28.647603241101187,43,0.6662233311883997,2.1473877045261244e-05,-21.497346765435886,[ 9 10 11 12 13],675.6013871809275,291.2792869,2.0942973,1679.145,1739.285,58340.2022685,58340.2954745,0.0895139000058407
ztf_000488_zr_c01_q2_match_programid,39309,104.88175639197512,96.8817565188795,49,1.9771787044669284,46.045231579502904,38.045231785096604,49,0.7764333017366654,1.6742140021342684e-13,-58.83652481247221,[4 5 6 7 8 9],1331.6823636927904,290.6559759,1.9023318,814.836,2435.51,58340.1948843,58340.2964005,0.09689820000494365
ztf_000488_zr_c01_q2_match_programid,40916,131.2107209247018,123.21072138208517,29,4.248645564899489,24.034634948146156,16.034635035636274,29,0.5529184495046991,5.333454988094693e-24,-107.17608597655564,[94 95 96 97],320.1453506953036,290.7314913,1.8763617,557.422,2525.764,58340.2779398,58340.2964005,0.01568290000432171
ztf_000488_zr_c01_q2_match_programid,41004,17.225694651548633,9.225694708792142,20,0.46128473543960713,13.45173292986474,5.451733003309069,20,0.27258665016545347,0.1515286048685184,-3.773961721683893,[108 109 110 111],7.05471606464576,290.7294806,1.8749021,565.914,2529.206,58340.2890162,58340.2964005,0.004606500006048009
ztf_000488_zr_c01_q2_match_programid,42263,66.74250425825993,58.74250406828901,49,1.1988266136385513,50.46353570988224,42.46353596902227,49,0.8666027748780054,0.00029178764185669155,-16.27896854837769,[34 35 36 37],716.6197427064915,290.5616617,1.8569851,1154.785,2601.285,58340.2281134,58340.2964005,0.06459490000270307
ztf_000488_zr_c01_q2_match_programid,59653,38.04297429277631,30.042974387466046,40,0.7510743596866511,23.409393235349903,15.409393261581352,40,0.3852348315395338,0.0006642908158368994,-14.633581057426404,[52 53 54 55],236.75849496034434,290.8187392,2.3612511,254.054,803.03,58340.2401042,58340.2964005,0.053530100005446
ztf_000488_zr_c01_q2_match_programid,69286,21.127988600096522,13.12798863434275,26,0.5049226397824135,15.353941597933307,7.353941598985241,26,0.2828439076532785,0.05574188158265362,-5.774047002163215,[65 66 67],65.08535318821495,290.11327,2.1302923,2757.948,1639.244,58340.2521065,58340.2964005,0.042453699999896344
ztf_000488_zr_c01_q2_match_programid,69409,18.69380291666583,10.693802793595378,15,0.7129201862396919,14.450624934472447,6.450624974938838,15,0.4300416649959225,0.1198410507756923,-4.243177982193384,[105 106 107 108],261.8726837272219,290.1064534,2.1275789,2785.791,1644.038,58340.2899421,58340.2964005,0.0036921999999321997
ztf_000488_zr_c01_q2_match_programid,79188,22.091897484770243,14.091897480199771,29,0.4859274993172335,18.513065679860397,10.51306566069006,29,0.36251950554103657,0.16705771917871057,-3.5788318049098464,[43 44 45],77.65068868313361,290.739777,1.8822183,523.251,2507.673,58340.2290278,58340.2964005,0.065520900003321
ztf_000488_zr_c01_q2_match_programid,79219,100.57591520539117,92.57591572900581,34,2.722821050853112,39.62437602461576,31.624376002572152,34,0.9301287059580045,5.814889083179408e-14,-60.951539180775406,[48 49 50 51],550.4955087973879,290.7374759,1.8811715,532.687,2511.843,58340.241956,58340.2945602,0.04983800000627525
ztf_000488_zr_c01_q2_match_programid,80201,59.722052859235674,51.72205308866586,41,1.26151348996746,34.06985728408863,26.069857212993337,41,0.6358501759266668,2.689654563711633e-06,-25.652195575147047,[23 24 25 26],327.3304185998077,290.5644045,1.8582134,1142.17,2596.277,58340.2105671,58340.2964005,0.08305560000007972
ztf_000488_zr_c01_q2_match_programid,89081,91.44965448184217,83.4496539947323,33,2.528777393779767,34.66827688383933,26.66827661487491,33,0.8081295943901488,4.67821866305978e-13,-56.78137759800284,[44 45 46 47],1326.754308533881,290.8710447,2.4745326,71.753,398.925,58340.2456366,58340.2954745,0.0470601000051829
ztf_000488_zr_c01_q2_match_programid,89090,34.45829285462024,26.45829256967674,15,1.7638861713117826,17.056273664971762,9.056273473463635,15,0.6037515648975756,0.00016641771168543978,-17.402019189648477,[93 94 95],456.73311282865166,290.8619212,2.4742857,109.284,395.752,58340.2844097,58340.2964005,0.010150500005693175
