angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.930333,ztf_000488_zr_c01_q1_match_programid,36907,576.5864749242969,568.5864791880332,20,28.42932395940166,164.09066068646524,156.0906617719569,20,7.804533088597845,2.677145863022649E-90,-412.49581423783167,[ 99 100 101],2336.9765235762457,291.1958507,1.9291621,1983.932,2326.694,58340.2816319,58340.2964005,0.012916700005007442,291.1955963605479,1.9292086691931,0.014,0.011,90,4288661321943159040,291.19558510773,0.4990,1.92918675232,0.3799,0.7483,0.5928,-2.612,0.876,-5.090,0.704,0,4.39413e+02,1.67295e+00,19.081182,2.21763e+02,2.33135e+01,19.486666,3.80323e+02,9.01047e+00,18.311537,1.175129,,,0,,,,,
0.047119,ztf_000488_zr_c01_q1_match_programid,37771,18.804993127412068,10.804993358896665,29,0.3725859778929884,10.50285536741622,2.5028553909357494,29,0.08630535830812928,0.015747575217645155,-8.302137759995848,[10 11 12],42.903630546225514,291.2172982,1.9157126,1895.499,2375.202,58340.1976505,58340.2964005,0.09689820000494365,291.2172852302087,1.9157144124254,0.001,0.001,90,4288661115784660864,291.21727516724,0.0323,1.91570098702,0.0252,0.1633,0.0394,-2.336,0.075,-3.118,0.056,0,2.39081e+04,8.02521e+00,14.742002,7.60483e+03,2.09201e+01,15.648664,2.41215e+04,2.45444e+01,13.805910,1.842754,,,0,3893.50,1.0787,0.5245,,
0.469329,ztf_000488_zr_c01_q1_match_programid,68583,32.29802237871371,24.298022513565883,29,0.8378628452953752,18.179743433941855,10.179743378723817,29,0.3510256337490971,8.595174142957155E-4,-14.118278944771856,[10 11 12],241.177847303603,291.2797306,2.0949266,1677.712,1736.458,58340.1976505,58340.2964005,0.09689820000494365,291.2796007155478,2.0949387953940,0.001,0.001,90,4288670740828076288,291.27960071555,1.1646,2.09493879539,1.1171,,,,,,,0,2.70025e+02,1.55029e+00,19.609858,1.19104e+02,9.47896e+00,20.161568,2.22041e+02,1.87714e+01,18.895838,1.265730,,,0,,,,,
0.219519,ztf_000488_zr_c01_q1_match_programid,99674,25.65503364688362,17.65503362248868,42,0.42035794339258764,26.773013845945353,18.773013802692915,42,0.4469765191117361,1.7489053877708272,1.1179801990617335,[29 30 31 32],143.7918036985249,291.2778778,2.092516,1687.119,1747.081,58340.2161111,58340.2964005,0.07752320000145119,291.2778416752011,2.0924668575448,0.011,0.010,0,4288670736512375808,291.27784767915,0.2998,2.09245047404,0.2928,0.2423,0.3430,1.394,0.647,-3.805,0.688,0,4.69936e+02,1.63135e+00,19.008270,2.09105e+02,1.61186e+01,19.550476,4.34572e+02,1.53033e+01,18.166765,1.383711,,,0,,,,,
0.965683,ztf_000488_zr_c01_q1_match_programid,124333,58.14494976257868,50.1449503602851,43,1.1661616362857001,36.6476029971428,28.647603241101187,43,0.6662233311883997,2.1473877045261244E-5,-21.497346765435886,[ 9 10 11 12 13],675.6013871809275,291.2792869,2.0942973,1679.145,1739.285,58340.2022685,58340.2954745,0.0895139000058407,291.2792477358880,2.0940319253483,0.002,0.002,90,4288670740829158528,291.27924773589,2.3930,2.09403192535,2.3434,,,,,,,0,1.08961e+02,1.50196e+00,20.595190,9.16127e+01,1.44518e+01,20.446499,9.70850e+01,1.55061e+01,19.794039,0.652460,,,0,,,,,
0.861102,ztf_000488_zr_c01_q2_match_programid,40916,131.2107209247018,123.21072138208517,29,4.248645564899489,24.034634948146156,16.034635035636274,29,0.5529184495046991,5.333454988094693E-24,-107.17608597655564,[94 95 96 97],320.1453506953036,290.7314913,1.8763617,557.422,2525.764,58340.2779398,58340.2964005,0.01568290000432171,290.7312598566538,1.8764225742524,0.012,0.011,90,4288651220175851008,290.73123673638,0.3890,1.87638691321,0.3751,0.2882,0.3900,-5.367,0.759,-8.283,0.693,0,4.08253e+02,1.55980e+00,19.161043,1.52116e+02,6.71273e+00,19.895952,3.43688e+02,1.26220e+01,18.421507,1.474445,,,0,,,,,
0.243228,ztf_000488_zr_c01_q2_match_programid,41004,17.225694651548633,9.225694708792142,20,0.46128473543960713,13.45173292986474,5.451733003309069,20,0.27258665016545347,0.1515286048685184,-3.773961721683893,[108 109 110 111],7.05471606464576,290.7294806,1.8749021,565.914,2529.206,58340.2890162,58340.2964005,0.004606500006048009,290.7294304970697,1.8748567438184,0.003,0.003,90,4288650846544971776,290.72944136522,0.0793,1.87488988062,0.0796,1.3239,0.0963,2.523,0.172,7.696,0.161,0,2.97178e+03,3.17587e+00,17.005825,8.30312e+02,7.64010e+00,18.053284,3.19079e+03,7.68047e+00,16.002174,2.051109,,,0,4024.00,,,0.68,0.110
0.154796,ztf_000488_zr_c01_q2_match_programid,69286,21.127988600096522,13.12798863434275,26,0.5049226397824135,15.353941597933307,7.353941598985241,26,0.2828439076532785,0.05574188158265362,-5.774047002163215,[65 66 67],65.08535318821495,290.11327,2.1302923,2757.948,1639.244,58340.2521065,58340.2964005,0.042453699999896344,290.1132429314139,2.1303257248160,0.011,0.010,90,4288858168878846208,290.11324142610,0.2936,2.13029844772,0.2810,0.2265,0.3519,-0.349,0.689,-6.335,0.658,0,4.09032e+02,1.29353e+00,19.158974,1.69882e+02,1.26534e+01,19.776016,4.31907e+02,1.48437e+01,18.173445,1.602572,,,0,,,,,
0.726811,ztf_000488_zr_c01_q2_match_programid,69409,18.69380291666583,10.693802793595378,15,0.7129201862396919,14.450624934472447,6.450624974938838,15,0.4300416649959225,0.1198410507756923,-4.243177982193384,[105 106 107 108],261.8726837272219,290.1064534,2.1275789,2785.791,1644.038,58340.2899421,58340.2964005,0.0036921999999321997,290.1062935151434,2.1277023198130,0.027,0.026,0,4288858173178219904,290.10627510011,0.6750,2.12768053114,0.6373,0.2775,0.6569,-4.274,1.695,-5.061,1.724,0,1.73293e+02,1.18009e+00,20.091412,5.75812e+01,9.55621e+00,20.950686,1.70864e+02,4.53894e+00,19.180290,1.770395,,,0,,,,,
0.051563,ztf_000488_zr_c01_q2_match_programid,79188,22.091897484770243,14.091897480199771,29,0.4859274993172335,18.513065679860397,10.51306566069006,29,0.36251950554103657,0.16705771917871057,-3.5788318049098464,[43 44 45],77.65068868313361,290.739777,1.8822183,523.251,2507.673,58340.2290278,58340.2964005,0.065520900003321,290.7397765028874,1.8822039855463,0.006,0.005,90,4288651224502093056,290.73977071617,0.1797,1.88217675715,0.1806,0.1028,0.1738,-1.343,0.377,-6.324,0.347,0,1.06722e+03,2.75543e+00,18.117735,4.36506e+02,7.23776e+00,18.751411,9.13809e+02,1.42843e+01,17.359781,1.391630,,,0,,,,,
