match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c06_q3_match_programid2.pytable,3717,sources,58348.2204861,58348.2237037,285.2717793,-3.6583227,745.8880300336931
ztf_000436_zr_c06_q3_match_programid2.pytable,4137,sources,58348.2604861,58348.2646181,285.2700291,-3.664154,2843.7668147998193
ztf_000436_zr_c06_q3_match_programid2.pytable,4425,sources,58348.2917245,58348.2940278,285.2689315,-3.6682702,1221.4193837522923
ztf_000436_zr_c06_q3_match_programid2.pytable,29057,sources,58348.2347222,58348.2365625,285.1868985,-4.0194841,213.84224665852497
ztf_000436_zr_c06_q3_match_programid2.pytable,29076,sources,58348.2328819,58348.2365625,285.1843032,-4.0198058,366.87741196181935
ztf_000436_zr_c06_q3_match_programid2.pytable,29123,sources,58348.2333449,58348.2365625,285.1857285,-4.0203569,180.56677122174565
ztf_000436_zr_c06_q3_match_programid2.pytable,35835,sources,58347.2679167,58347.2697569,284.6102616,-4.121319,661.5594253670507
ztf_000436_zr_c06_q3_match_programid2.pytable,41049,sources,58347.3032755,58347.3051042,285.10444,-4.2094302,452.08552501362914
ztf_000436_zr_c06_q3_match_programid2.pytable,45140,sources,58347.3193403,58347.3216319,284.749815,-4.27728,-88.60927249398227
ztf_000436_zr_c06_q3_match_programid2.pytable,46936,sources,58348.2370139,58348.2402315,285.0326057,-4.3082673,173.62897678766763
ztf_000436_zr_c06_q3_match_programid2.pytable,53420,sources,58348.2512731,58348.2549769,284.6674191,-4.4122329,250.31614278894753
ztf_000436_zr_c06_q3_match_programid2.pytable,63257,sources,58348.2310532,58348.2365625,284.9842747,-3.7848674,699.8713357627647
ztf_000436_zr_c06_q3_match_programid2.pytable,63293,sources,58348.2333449,58348.2365625,284.9901511,-3.7856493,188.5227804794955
ztf_000436_zr_c06_q3_match_programid2.pytable,83962,sources,58347.3179514,58347.321169,285.1029725,-4.2109452,312.1463474223731
ztf_000436_zr_c06_q3_match_programid2.pytable,94129,sources,58348.2260069,58348.2278356,284.6697088,-4.4083981,591.4998121077391
ztf_000436_zr_c06_q3_match_programid2.pytable,102478,sources,58348.2310532,58348.2365625,284.9881508,-3.7846577,281.1428436380529
ztf_000436_zr_c06_q3_match_programid2.pytable,102558,sources,58348.2310532,58348.2383912,284.9841374,-3.7870809,1358.1922065585622
ztf_000436_zr_c06_q3_match_programid2.pytable,125527,sources,58348.3050463,58348.3101042,285.0270249,-4.3155824,710.2447343058595
ztf_000436_zr_c06_q3_match_programid2.pytable,125548,sources,58348.2756597,58348.2774884,285.1162753,-4.3159737,464.98699138359984
ztf_000436_zr_c06_q3_match_programid2.pytable,129754,sources,58348.229213,58348.2310532,284.6701007,-4.4092398,1404.6863819647979
ztf_000436_zr_c06_q3_match_programid2.pytable,130283,sources,58348.2439005,58348.2462037,285.2642516,-4.4232541,223.9376437222481
ztf_000436_zr_c06_q3_match_programid2.pytable,133027,sources,58348.2976968,58348.3013773,285.2681403,-3.6689945,2917.766050927004
