match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c10_q4_match_programid2.pytable,5149,sources,58347.2141898,58347.2160185,285.9945851,-1.7330703,34.89028021723476
ztf_000436_zr_c10_q4_match_programid2.pytable,5687,sources,58348.2719792,58348.2774884,285.9971592,-1.7424984,1536.1403441277675
ztf_000436_zr_c10_q4_match_programid2.pytable,9596,sources,58347.2251968,58347.227037,285.5571362,-1.8096015,107.60318911381293
ztf_000436_zr_c10_q4_match_programid2.pytable,15908,sources,58348.3234259,58348.3266435,286.1406504,-1.9233408,577.1053218730482
ztf_000436_zr_c10_q4_match_programid2.pytable,24694,sources,58347.2830671,58347.2849074,285.3491579,-2.0817286,-230.9470066058981
ztf_000436_zr_c10_q4_match_programid2.pytable,27348,sources,58347.3175,58347.3197917,285.5021935,-2.126167,292.3046208532968
ztf_000436_zr_c10_q4_match_programid2.pytable,31374,sources,58347.2826042,58347.2844444,285.4531995,-2.1956447,-297.73215032172544
ztf_000436_zr_c10_q4_match_programid2.pytable,32383,sources,58347.2128009,58347.2160185,285.8855591,-2.2129595,832.612503254739
ztf_000436_zr_c10_q4_match_programid2.pytable,33005,sources,58347.2775579,58347.2793981,285.880489,-2.2237087,-57.107045294014455
ztf_000436_zr_c10_q4_match_programid2.pytable,36339,sources,58347.3106134,58347.3124421,285.8033593,-2.2794468,-40.74433701223512
ztf_000436_zr_c10_q4_match_programid2.pytable,41298,sources,58347.2826042,58347.2844444,285.3292833,-2.3594983,-295.94340836743504
ztf_000436_zr_c10_q4_match_programid2.pytable,41462,sources,58347.2826042,58347.2844444,285.3130593,-2.3620504,-291.29781848502046
ztf_000436_zr_c10_q4_match_programid2.pytable,41976,sources,58347.2826042,58347.2844444,285.4792953,-2.3707771,-307.0242564784054
ztf_000436_zr_c10_q4_match_programid2.pytable,42056,sources,58347.2826042,58347.2844444,285.4179149,-2.3719493,-261.85817519874183
ztf_000436_zr_c10_q4_match_programid2.pytable,43684,sources,58347.2826042,58347.2844444,285.3297567,-2.3990549,-281.239878699928
ztf_000436_zr_c10_q4_match_programid2.pytable,47786,sources,58347.2826042,58347.2844444,285.3725445,-2.4656635,-260.79707217685336
ztf_000436_zr_c10_q4_match_programid2.pytable,48386,sources,58347.2826042,58347.2844444,285.3233257,-2.4755249,-275.932157854466
