match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c10_q3_match_programid2.pytable,7793,sources,58348.229213,58348.2347222,284.519332,-1.8276902,3510.5715005048173
ztf_000436_zr_c10_q3_match_programid2.pytable,15893,sources,58348.221875,58348.2241667,284.9017121,-1.9658823,599.3747333533393
ztf_000436_zr_c10_q3_match_programid2.pytable,15972,sources,58348.2310532,58348.2328819,284.9011357,-1.9669047,424.4135919674939
ztf_000436_zr_c10_q3_match_programid2.pytable,50322,sources,58347.2128009,58347.2146412,284.6483733,-2.5027305,81.8926311260175
ztf_000436_zr_c10_q3_match_programid2.pytable,50331,sources,58347.2183102,58347.2201505,284.4765678,-2.5028215,21.272928535737037
ztf_000436_zr_c10_q3_match_programid2.pytable,68070,sources,58348.284375,58348.2862153,284.8966192,-1.973636,597.7011616730704
ztf_000436_zr_c10_q3_match_programid2.pytable,92925,sources,58347.310162,58347.3124421,285.2073846,-2.4510484,-30.62699053938013
ztf_000436_zr_c10_q3_match_programid2.pytable,104761,sources,58348.2627778,58348.2683102,284.5179303,-1.8312286,1158.6893847508952
ztf_000436_zr_c10_q3_match_programid2.pytable,114477,sources,58348.221875,58348.2237037,285.0024118,-2.0343623,250.91526234691773
ztf_000436_zr_c10_q3_match_programid2.pytable,131264,sources,58347.2146412,58347.2183102,285.2164302,-2.4408698,2043.4672016447073
ztf_000436_zr_c10_q3_match_programid2.pytable,131339,sources,58347.2325463,58347.2362153,285.2147736,-2.4429359,695.1053314388353
ztf_000436_zr_c10_q3_match_programid2.pytable,133973,sources,58347.2128009,58347.2146412,284.7048648,-2.5027731,66.08599501554323
ztf_000436_zr_c10_q3_match_programid2.pytable,133978,sources,58347.2178588,58347.2201505,284.6635862,-2.5027552,63.823249766747665
ztf_000436_zr_c10_q3_match_programid2.pytable,134007,sources,58347.2293287,58347.2311574,284.8010028,-2.5035073,78.18743248897817
ztf_000436_zr_c10_q3_match_programid2.pytable,136185,sources,58348.303206,58348.3064236,284.7433226,-1.7101888,75.7456714679542
ztf_000436_zr_c10_q3_match_programid2.pytable,137126,sources,58347.2679167,58347.2697569,284.565175,-1.7335659,1258.1001222424184
ztf_000436_zr_c10_q3_match_programid2.pytable,137633,sources,58347.2826042,58347.2862847,284.6238513,-1.7477172,-422.44530343144766
ztf_000436_zr_c10_q3_match_programid2.pytable,140704,sources,58348.2586574,58348.2604861,284.5176668,-1.830486,1687.2963009548168
ztf_000436_zr_c10_q3_match_programid2.pytable,142693,sources,58347.2826042,58347.2844444,285.107187,-1.8832472,-259.91793333765463
ztf_000436_zr_c10_q3_match_programid2.pytable,160791,sources,58347.2183102,58347.2201505,285.2348027,-2.503478,3.6056212383256536
ztf_000436_zr_c10_q3_match_programid2.pytable,162224,sources,58348.3211227,58348.3234259,284.8130909,-1.7121611,57.669851117125404
ztf_000436_zr_c10_q3_match_programid2.pytable,164610,sources,58347.2826042,58347.2849074,285.1860475,-1.8200935,-362.73220693355023
ztf_000436_zr_c10_q3_match_programid2.pytable,176819,sources,58348.3179051,58348.3197454,284.6811756,-1.7117766,121.1648820956072
ztf_000436_zr_c10_q3_match_programid2.pytable,185455,sources,58347.2830671,58347.2849074,285.1863799,-1.8195405,-267.87068518788226
ztf_000436_zr_c10_q3_match_programid2.pytable,188914,sources,58347.2201505,58347.2219792,284.6560183,-2.5027239,133.20810458717048
ztf_000436_zr_c10_q3_match_programid2.pytable,189145,sources,58348.3174537,58348.3211227,284.6449284,-1.7116227,98.67507652794535
ztf_000436_zr_c10_q3_match_programid2.pytable,3555,transients,58348.221875,58348.2260069,285.1265873,-2.5453037,216.24383168518247
ztf_000436_zr_c10_q3_match_programid2.pytable,6473,transients,58348.2825463,58348.284375,284.4568431,-2.0263791,137.77168016673824
ztf_000436_zr_c10_q3_match_programid2.pytable,6542,transients,58348.2774884,58348.2793287,284.8630162,-2.0710066,436.13429667728855
ztf_000436_zr_c10_q3_match_programid2.pytable,7024,transients,58347.2807755,58347.2849074,284.7282815,-2.4041393,-417.76022467176114
ztf_000436_zr_c10_q3_match_programid2.pytable,16521,transients,58348.3174537,58348.3192824,284.6244708,-1.7116003,326.18320624397046
ztf_000436_zr_c10_q3_match_programid2.pytable,16960,transients,58348.2420718,58348.2443634,285.1250083,-2.5474837,1657.8638567888622
ztf_000436_zr_c10_q3_match_programid2.pytable,25772,transients,58347.2123495,58347.2141898,284.4464778,-1.6657133,597.965824178164
ztf_000436_zr_c10_q3_match_programid2.pytable,32250,transients,58348.2498958,58348.2517361,284.8993758,-1.9694346,208.07803081102122
ztf_000436_zr_c10_q3_match_programid2.pytable,127108,transients,58348.2457407,58348.2517361,284.7319242,-2.572,1231.748304155474
ztf_000436_zr_c10_q3_match_programid2.pytable,127297,transients,58348.2204861,58348.2278356,284.9910506,-2.5721369,486.37926495962466
ztf_000436_zr_c10_q3_match_programid2.pytable,127417,transients,58348.2260069,58348.229213,284.8654043,-2.5717197,175.26693071547933
ztf_000436_zr_c10_q3_match_programid2.pytable,127432,transients,58348.2328819,58348.2347222,284.7931735,-2.5720791,121.62251805159025
ztf_000436_zr_c10_q3_match_programid2.pytable,127433,transients,58348.2204861,58348.2315046,284.5382166,-2.5718095,586.0664919928029
ztf_000436_zr_c10_q3_match_programid2.pytable,127435,transients,58348.2347222,58348.2365625,284.807021,-2.572119,442.1387991829636
ztf_000436_zr_c10_q3_match_programid2.pytable,127600,transients,58348.229213,58348.2310532,285.0791518,-2.572189,131.52476688411502
ztf_000436_zr_c10_q3_match_programid2.pytable,127601,transients,58348.2328819,58348.2347222,284.8327707,-2.5721115,173.5788060648227
ztf_000436_zr_c10_q3_match_programid2.pytable,127639,transients,58348.2315046,58348.2333449,285.2153892,-2.5723611,242.43340911801835
ztf_000436_zr_c10_q3_match_programid2.pytable,130191,transients,58348.2388426,58348.2443634,285.1249919,-2.5474605,3786.396569353324
ztf_000436_zr_c10_q3_match_programid2.pytable,133673,transients,58348.2420718,58348.2439005,284.6050236,-2.5719402,148.3779820401631
ztf_000436_zr_c10_q3_match_programid2.pytable,134660,transients,58348.248044,58348.2498958,284.6020355,-2.5720365,192.0858742055042
