,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c04_q4_match_programid2.pytable,9888,sources,58347.228865699995,58347.2329977,281.967844,-5.6337523,1144.2137460736406,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_9888_type_sources.png,
1,ztf_000436_zr_c04_q4_match_programid2.pytable,28003,sources,58347.3124421,58347.3142824,282.2341818,-5.9723185,-120.7196960311492,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_28003_type_sources.png,
2,ztf_000436_zr_c04_q4_match_programid2.pytable,28861,sources,58347.3156597,58347.31795140001,282.0639461,-5.989656299999999,-50.698761761335476,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_28861_type_sources.png,1
3,ztf_000436_zr_c04_q4_match_programid2.pytable,33772,sources,58348.2678472,58348.27197919999,281.9880931,-6.0997891,352.4680970252126,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_33772_type_sources.png,
4,ztf_000436_zr_c04_q4_match_programid2.pytable,34019,sources,58348.3179051,58348.321585599995,281.9836792,-6.105428400000001,127.07209723803936,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_34019_type_sources.png,
5,ztf_000436_zr_c04_q4_match_programid2.pytable,40520,sources,58347.228865699995,58347.230705999995,281.9591622,-6.265078,167.65691587194064,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_40520_type_sources.png,
6,ztf_000436_zr_c04_q4_match_programid2.pytable,58366,sources,58348.249444400004,58348.251273099995,281.8361641,-5.809565900000001,203.6912334951757,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_58366_type_sources.png,2
7,ztf_000436_zr_c04_q4_match_programid2.pytable,66195,sources,58347.23254630001,58347.236666699995,282.42409110000006,-5.9601277999999995,11024.97602204068,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_66195_type_sources.png,
8,ztf_000436_zr_c04_q4_match_programid2.pytable,66838,sources,58347.2899653,58347.2922569,282.2364952,-5.9717069,583.2069644893311,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_66838_type_sources.png,3
9,ztf_000436_zr_c04_q4_match_programid2.pytable,67847,sources,58347.310613400005,58347.3124421,282.06510249999997,-5.9896128,-174.8808073421832,found_flares_436/ztf_000436_zr_c04_q4_match_programid2_id_67847_type_sources.png,2
