match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c06_q1_match_programid2.pytable,8178,sources,58347.2123495,58347.2160185,285.3322559,-2.8889999,88.50535814970041
ztf_000436_zr_c06_q1_match_programid2.pytable,12935,sources,58347.2160185,58347.2178588,285.553088,-2.9681425,-1.9918041571897902
ztf_000436_zr_c06_q1_match_programid2.pytable,13205,sources,58347.2807755,58347.2844444,285.5471583,-2.9724214,-68.38138761201387
ztf_000436_zr_c06_q1_match_programid2.pytable,35053,sources,58348.2347222,58348.2365625,285.4346925,-3.3342695,220.0014993674885
ztf_000436_zr_c06_q1_match_programid2.pytable,35063,sources,58348.2310532,58348.2333449,285.4417795,-3.334489,473.262357496187
ztf_000436_zr_c06_q1_match_programid2.pytable,35140,sources,58348.2310532,58348.2347222,285.4383774,-3.3357589,859.5066976665221
ztf_000436_zr_c06_q1_match_programid2.pytable,42835,sources,58347.2146412,58347.2178588,285.8046844,-3.4676238,1157.7072105298112
ztf_000436_zr_c06_q1_match_programid2.pytable,47233,sources,58348.2370139,58348.2420718,285.7226107,-3.5389107,850.8079258381748
ztf_000436_zr_c06_q1_match_programid2.pytable,52576,sources,58347.3156597,58347.3197917,285.8803163,-2.8030677,883.0672234806012
ztf_000436_zr_c06_q1_match_programid2.pytable,52696,sources,58347.2775579,58347.2826042,285.8857852,-2.805297,-62.577505786266386
ztf_000436_zr_c06_q1_match_programid2.pytable,56304,sources,58348.3248032,58348.3266435,285.4071255,-2.8753788,160.79614628348003
ztf_000436_zr_c06_q1_match_programid2.pytable,57530,sources,58347.2683681,58347.2715856,285.5899523,-2.8976679,4030.031268205662
ztf_000436_zr_c06_q1_match_programid2.pytable,58192,sources,58348.2751968,58348.277037,285.685413,-2.9106442,953.8428750017013
ztf_000436_zr_c06_q1_match_programid2.pytable,92712,sources,58348.3179051,58348.3215856,285.8043968,-2.7645672,2256.693773349273
ztf_000436_zr_c06_q1_match_programid2.pytable,94515,sources,58347.3009838,58347.3032755,285.8825313,-2.8036756,-95.68027960782442
ztf_000436_zr_c06_q1_match_programid2.pytable,98858,sources,58347.2201505,58347.2233681,285.5930069,-2.8917868,3978.5066145945375
ztf_000436_zr_c06_q1_match_programid2.pytable,98949,sources,58347.230706,58347.234838,285.5920058,-2.8929532,2.552784882782902
ztf_000436_zr_c06_q1_match_programid2.pytable,99417,sources,58347.3106134,58347.313831,285.5874699,-2.9027583,-153.53704266230636
ztf_000436_zr_c06_q1_match_programid2.pytable,101907,sources,58348.3179051,58348.3197454,285.4126801,-2.9583013,53.7968946410806
ztf_000436_zr_c06_q1_match_programid2.pytable,121035,sources,58348.2328819,58348.2347222,286.1031389,-3.3720073,141.5332826360466
ztf_000436_zr_c06_q1_match_programid2.pytable,121577,sources,58348.2347222,58348.2365625,285.4223034,-3.3840239,311.3960204626371
ztf_000436_zr_c06_q1_match_programid2.pytable,127991,sources,58347.2109722,58347.2146412,285.3126121,-3.52059,246.81750455694248
ztf_000436_zr_c06_q1_match_programid2.pytable,129024,sources,58348.2972454,58348.303206,285.7178622,-3.5435469,1100.5836291568426
ztf_000436_zr_c06_q1_match_programid2.pytable,130419,sources,58347.2826042,58347.2844444,285.6732882,-2.7449992,-136.000519553456
ztf_000436_zr_c06_q1_match_programid2.pytable,132688,sources,58348.3064236,58348.3087269,285.8661104,-2.808708,365.39401897399136
ztf_000436_zr_c06_q1_match_programid2.pytable,132746,sources,58348.3197454,58348.3215856,285.8648925,-2.8103379,202.3868130309865
