,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c13_q4_match_programid2.pytable,11864,sources,58347.293634300004,58347.295463,287.6149092,0.0097134,-33.951282904604,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_11864_type_sources.png,1
1,ztf_000436_zr_c13_q4_match_programid2.pytable,17119,sources,58348.3009144,58348.3050463,287.6549015,-0.0793896,2306.532604939047,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_17119_type_sources.png,
2,ztf_000436_zr_c13_q4_match_programid2.pytable,17691,sources,58347.2123495,58347.2141898,287.3047727,-0.08851419999999999,306.47230437483717,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_17691_type_sources.png,2
3,ztf_000436_zr_c13_q4_match_programid2.pytable,19630,sources,58347.21464119999,58347.21648150001,288.0154336,-0.1212828,42.519933901476215,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_19630_type_sources.png,3
4,ztf_000436_zr_c13_q4_match_programid2.pytable,27584,sources,58347.2123495,58347.2141898,287.54553710000005,-0.249218,409.3062869105679,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_27584_type_sources.png,4
5,ztf_000436_zr_c13_q4_match_programid2.pytable,27584,sources,58348.3050463,58348.31010419999,287.54553710000005,-0.249218,1418.3937313477315,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_27584_type_sources.png,
6,ztf_000436_zr_c13_q4_match_programid2.pytable,27619,sources,58348.3050463,58348.308263900006,287.548279,-0.24962489999999998,788.5963313399617,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_27619_type_sources.png,
7,ztf_000436_zr_c13_q4_match_programid2.pytable,28306,sources,58347.2830671,58347.2849074,287.547863,-0.2609569,42.702418688257644,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_28306_type_sources.png,
8,ztf_000436_zr_c13_q4_match_programid2.pytable,28375,sources,58347.282604199994,58347.2844444,287.548518,-0.2621071,-201.86917868854766,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_28375_type_sources.png,
9,ztf_000436_zr_c13_q4_match_programid2.pytable,29424,sources,58348.2696875,58348.27197919999,287.58910860000003,-0.2793473,364.0075268402792,found_flares_436/ztf_000436_zr_c13_q4_match_programid2_id_29424_type_sources.png,3
