match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c05_q2_match_programid2.pytable,8306,sources,58348.3068866,58348.3119329,286.9608074,-2.8845159,386.8208106038067
ztf_000436_zr_c05_q2_match_programid2.pytable,14151,sources,58348.2719792,58348.277037,286.4363512,-2.9825394,931.0137038974188
ztf_000436_zr_c05_q2_match_programid2.pytable,22849,sources,58347.3230093,58347.324838,286.7256155,-3.1224271,299.5820697395191
ztf_000436_zr_c05_q2_match_programid2.pytable,28117,sources,58348.221875,58348.225544,286.3092289,-3.2051202,874.2133562966244
ztf_000436_zr_c05_q2_match_programid2.pytable,32189,sources,58348.2457407,58348.2475926,286.6343492,-3.2686701,89.65929633544266
ztf_000436_zr_c05_q2_match_programid2.pytable,67824,sources,58347.3064815,58347.3087731,286.7268429,-3.1194245,0.9015060305906388
ztf_000436_zr_c05_q2_match_programid2.pytable,85983,sources,58347.2238194,58347.2256597,286.3939977,-3.5314412,74.23935380031648
ztf_000436_zr_c05_q2_match_programid2.pytable,86265,sources,58348.3064236,58348.3101042,286.391468,-3.5377869,448.6389326101114
ztf_000436_zr_c05_q2_match_programid2.pytable,118524,sources,58347.2233681,58347.2256597,286.3925534,-3.532353,222.83389015800967
ztf_000436_zr_c05_q2_match_programid2.pytable,120982,sources,58348.2678472,58348.2701389,286.9609802,-2.7557852,257.2362995950847
ztf_000436_zr_c05_q2_match_programid2.pytable,124437,sources,58347.234375,58347.2362153,286.6366866,-2.8593875,133.68345557784315
ztf_000436_zr_c05_q2_match_programid2.pytable,130675,sources,58348.2310532,58348.2351736,286.8169963,-3.066626,2242.912586540151
ztf_000436_zr_c05_q2_match_programid2.pytable,131456,sources,58347.2660764,58347.2683681,286.4001927,-3.0938741,-293.43130068153494
ztf_000436_zr_c05_q2_match_programid2.pytable,147136,sources,58348.2751968,58348.2774884,287.147471,-2.828469,908.6685806253793
ztf_000436_zr_c05_q2_match_programid2.pytable,162605,sources,58348.2310532,58348.2365625,286.8194175,-3.069022,2171.477846823819
ztf_000436_zr_c05_q2_match_programid2.pytable,172260,sources,58347.2826042,58347.2844444,286.6595247,-3.1947512,-234.03882246629155
ztf_000436_zr_c05_q2_match_programid2.pytable,177050,sources,58348.225544,58348.2273843,286.3049448,-2.7580148,378.66622955770873
ztf_000436_zr_c05_q2_match_programid2.pytable,16008,transients,58348.2402315,58348.2420718,286.9169289,-3.5875378,87.5237153910827
ztf_000436_zr_c05_q2_match_programid2.pytable,20690,transients,58347.2123495,58347.2141898,287.1668233,-3.1725698,-32.94785370417017
