match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c04_q4_match_programid2.pytable,9888,sources,58347.2288657,58347.2329977,281.967844,-5.6337523,1144.2137460736403
ztf_000436_zr_c04_q4_match_programid2.pytable,28003,sources,58347.3124421,58347.3142824,282.2341818,-5.9723185,-120.7196960311492
ztf_000436_zr_c04_q4_match_programid2.pytable,28861,sources,58347.3156597,58347.3179514,282.0639461,-5.9896563,-50.698761761335476
ztf_000436_zr_c04_q4_match_programid2.pytable,33772,sources,58348.2678472,58348.2719792,281.9880931,-6.0997891,352.4680970252126
ztf_000436_zr_c04_q4_match_programid2.pytable,34019,sources,58348.3179051,58348.3215856,281.9836792,-6.1054284,127.07209723803936
ztf_000436_zr_c04_q4_match_programid2.pytable,40520,sources,58347.2288657,58347.230706,281.9591622,-6.265078,167.65691587194064
ztf_000436_zr_c04_q4_match_programid2.pytable,58366,sources,58348.2494444,58348.2512731,281.8361641,-5.8095659,203.6912334951757
ztf_000436_zr_c04_q4_match_programid2.pytable,66195,sources,58347.2325463,58347.2366667,282.4240911,-5.9601278,11024.976022040682
ztf_000436_zr_c04_q4_match_programid2.pytable,66838,sources,58347.2899653,58347.2922569,282.2364952,-5.9717069,583.2069644893311
ztf_000436_zr_c04_q4_match_programid2.pytable,67847,sources,58347.3106134,58347.3124421,282.0651025,-5.9896128,-174.8808073421832
ztf_000436_zr_c04_q4_match_programid2.pytable,68462,sources,58348.2715278,58348.2751968,281.6059805,-5.9986565,1102.0158337405617
ztf_000436_zr_c04_q4_match_programid2.pytable,72142,sources,58348.2683102,58348.2701389,282.0716406,-6.0657205,117.26533051924912
ztf_000436_zr_c04_q4_match_programid2.pytable,72254,sources,58347.2274884,58347.2293287,281.9246617,-6.0668052,495.6936563254387
ztf_000436_zr_c04_q4_match_programid2.pytable,93608,sources,58347.313831,58347.3179514,281.9600666,-5.6406895,35663.622519911005
ztf_000436_zr_c04_q4_match_programid2.pytable,93641,sources,58347.3234606,58347.3253009,281.9596447,-5.6418145,30661.019125100276
ztf_000436_zr_c04_q4_match_programid2.pytable,96568,sources,58348.2788657,58348.284375,281.8817822,-5.7224773,12524.258592922295
ztf_000436_zr_c04_q4_match_programid2.pytable,100330,sources,58348.2660069,58348.2683102,281.834751,-5.8154602,303.2190730126874
ztf_000436_zr_c04_q4_match_programid2.pytable,111027,sources,58348.2990741,58348.3013773,282.1599609,-6.0344114,166.71549973204299
ztf_000436_zr_c04_q4_match_programid2.pytable,114166,sources,58347.2812269,58347.2862847,281.6675974,-6.0858601,17.780048815903513
ztf_000436_zr_c04_q4_match_programid2.pytable,117604,sources,58347.291794,58347.295463,282.1233949,-6.1452068,-425.87123102355343
ztf_000436_zr_c04_q4_match_programid2.pytable,129758,sources,58348.3087269,58348.3105556,282.4008665,-5.5351302,101.2894335143692
ztf_000436_zr_c04_q4_match_programid2.pytable,142177,sources,58347.2146412,58347.2178588,282.0734223,-5.9781012,1559.471006586244
ztf_000436_zr_c04_q4_match_programid2.pytable,142262,sources,58347.234375,58347.2362153,282.0713945,-5.980387,684.8530367581435
ztf_000436_zr_c04_q4_match_programid2.pytable,142432,sources,58347.2734259,58347.2775579,282.0674956,-5.9849461,-569.014311810304
ztf_000436_zr_c04_q4_match_programid2.pytable,142458,sources,58348.2462037,58348.2494444,281.6164924,-5.9836538,475.2021863620575
ztf_000436_zr_c04_q4_match_programid2.pytable,142530,sources,58348.3179051,58348.3197454,282.3988387,-5.9891797,34.59047712198799
ztf_000436_zr_c04_q4_match_programid2.pytable,143367,sources,58348.3179051,58348.3215856,282.388931,-6.0118681,1382.4291729417562
ztf_000436_zr_c04_q4_match_programid2.pytable,145708,sources,58348.2935648,58348.2954051,282.2809584,-6.070468,225.96562945149458
ztf_000436_zr_c04_q4_match_programid2.pytable,151266,sources,58348.3192824,58348.3215856,281.9974884,-6.2029475,124.02612535151655
ztf_000436_zr_c04_q4_match_programid2.pytable,163986,sources,58348.2517361,58348.2535995,282.23467,-5.9698609,120.4859377754155
ztf_000436_zr_c04_q4_match_programid2.pytable,178640,sources,58348.284375,58348.2885069,281.9862048,-6.1014651,431.96507633461437
ztf_000436_zr_c04_q4_match_programid2.pytable,178734,sources,58347.2201505,58347.2219792,281.9257189,-6.1070794,357.8258598984778
ztf_000436_zr_c04_q4_match_programid2.pytable,181951,sources,58347.2274884,58347.2293287,282.4431851,-6.3229627,457.12441518930956
ztf_000436_zr_c04_q4_match_programid2.pytable,184332,sources,58348.2880556,58348.2921875,281.6055913,-5.9968222,441.33545553823035
ztf_000436_zr_c04_q4_match_programid2.pytable,192144,sources,58347.2256597,58347.2274884,281.5792259,-6.0053746,63.12356429232392
ztf_000436_zr_c04_q4_match_programid2.pytable,569,transients,58347.2146412,58347.2164815,282.2042399,-6.3261085,287.33559171934564
ztf_000436_zr_c04_q4_match_programid2.pytable,3871,transients,58348.3105556,58348.3123958,281.7294527,-5.5329469,133.39898227363298
ztf_000436_zr_c04_q4_match_programid2.pytable,49339,transients,58348.2457407,58348.2554398,282.1647773,-5.9662732,606405.3371476515
