,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c14_q2_match_programid2.pytable,2070,sources,58347.227037,58347.22932869999,284.8539658,0.9797819999999999,90.39311301616276,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_2070_type_sources.png,2
1,ztf_000436_zr_c14_q2_match_programid2.pytable,10233,sources,58347.2329977,58347.236666699995,284.85187410000003,0.5458389,837.9786309120947,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_10233_type_sources.png,4
2,ztf_000436_zr_c14_q2_match_programid2.pytable,10347,sources,58348.2660069,58348.2683102,284.453556,0.5436458000000001,555.988235644302,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_10347_type_sources.png,
3,ztf_000436_zr_c14_q2_match_programid2.pytable,10791,sources,58348.306886599996,58348.3087269,284.45290639999996,0.5305305,144.44069557529758,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_10791_type_sources.png,
4,ztf_000436_zr_c14_q2_match_programid2.pytable,10943,sources,58348.30642359999,58348.308263900006,284.85310419999996,0.5247308,32.793221319810044,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_10943_type_sources.png,
5,ztf_000436_zr_c14_q2_match_programid2.pytable,10979,sources,58348.31423609999,58348.317453699994,284.4522296,0.525139,835.0986551213437,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_10979_type_sources.png,3
6,ztf_000436_zr_c14_q2_match_programid2.pytable,12400,sources,58348.284838,58348.28667819999,284.4540518,0.4888085999999999,779.2850328561904,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_12400_type_sources.png,2
7,ztf_000436_zr_c14_q2_match_programid2.pytable,12677,sources,58348.3179051,58348.3197454,284.45555299999995,0.48249659999999994,379.2515757881836,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_12677_type_sources.png,
8,ztf_000436_zr_c14_q2_match_programid2.pytable,14144,sources,58347.2183102,58347.221979199996,284.851461,0.4452781,883.1856874081316,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_14144_type_sources.png,
9,ztf_000436_zr_c14_q2_match_programid2.pytable,14394,sources,58348.3179051,58348.3211227,284.4687494,0.44035799999999997,294.80674668304863,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_14394_type_sources.png,
10,ztf_000436_zr_c14_q2_match_programid2.pytable,16388,sources,58347.277106500005,58347.2807755,284.85222450000003,0.39181750000000004,79.47450025972294,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_16388_type_sources.png,3
11,ztf_000436_zr_c14_q2_match_programid2.pytable,17519,sources,58348.30642359999,58348.308263900006,284.85246800000004,0.36537470000000005,134.95795614990325,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_17519_type_sources.png,
12,ztf_000436_zr_c14_q2_match_programid2.pytable,19645,sources,58347.3069444,58347.310613400005,284.8532358,0.3166083,184.6436088513148,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_19645_type_sources.png,2
13,ztf_000436_zr_c14_q2_match_programid2.pytable,20235,sources,58347.30510419999,58347.3087731,284.8531203,0.30341599999999996,398.20791111460915,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_20235_type_sources.png,
14,ztf_000436_zr_c14_q2_match_programid2.pytable,21268,sources,58347.221979199996,58347.2238194,284.85098089999997,0.2764787,306.75104773315985,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_21268_type_sources.png,
15,ztf_000436_zr_c14_q2_match_programid2.pytable,28124,sources,58347.21280090001,58347.221979199996,284.8513126,0.5584150999999999,2397.30396713329,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_28124_type_sources.png,
16,ztf_000436_zr_c14_q2_match_programid2.pytable,28124,sources,58348.2549769,58348.2756597,284.8513126,0.5584150999999999,3822.417920047655,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_28124_type_sources.png,
17,ztf_000436_zr_c14_q2_match_programid2.pytable,28776,sources,58348.27013890001,58348.27197919999,284.5835771,0.5311059,1291.4143662858573,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_28776_type_sources.png,3
18,ztf_000436_zr_c14_q2_match_programid2.pytable,31605,sources,58347.22932869999,58347.2311574,284.8519755,0.436021,105.29636852122907,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_31605_type_sources.png,
19,ztf_000436_zr_c14_q2_match_programid2.pytable,37682,sources,58347.21648150001,58347.2196875,284.8507233,0.2784992,206.73579617810228,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_37682_type_sources.png,
20,ztf_000436_zr_c14_q2_match_programid2.pytable,40706,sources,58347.21280090001,58347.2183102,284.85246960000006,0.7584368,821.8395557268344,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_40706_type_sources.png,
21,ztf_000436_zr_c14_q2_match_programid2.pytable,43324,sources,58348.2627778,58348.2660069,284.582771,0.5325504,1830.7676087832094,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_43324_type_sources.png,
22,ztf_000436_zr_c14_q2_match_programid2.pytable,43592,sources,58348.32342590001,58348.325266199994,284.59688880000004,0.5183732,1018.9572348186623,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_43592_type_sources.png,4
23,ztf_000436_zr_c14_q2_match_programid2.pytable,44211,sources,58348.27197919999,58348.2738194,284.46306269999997,0.4904236,165.6288985563383,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_44211_type_sources.png,1
24,ztf_000436_zr_c14_q2_match_programid2.pytable,44458,sources,58348.322963,58348.3266435,284.46795310000005,0.47966800000000004,644.6086492045044,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_44458_type_sources.png,4
25,ztf_000436_zr_c14_q2_match_programid2.pytable,49562,sources,58348.3045949,58348.30642359999,284.8524177,0.3108571,1071.3213080427447,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_49562_type_sources.png,
26,ztf_000436_zr_c14_q2_match_programid2.pytable,54945,sources,58347.2256597,58347.230705999995,284.8522341,0.5083268,-70.70627914208467,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_54945_type_sources.png,
27,ztf_000436_zr_c14_q2_match_programid2.pytable,55854,sources,58348.2660069,58348.2678472,284.47743149999997,0.44737390000000005,216.23929340357563,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_55854_type_sources.png,
28,ztf_000436_zr_c14_q2_match_programid2.pytable,57661,sources,58348.3045949,58348.308263900006,284.8524972,0.3635609,61.71697720151107,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_57661_type_sources.png,
29,ztf_000436_zr_c14_q2_match_programid2.pytable,58084,sources,58348.30642359999,58348.308263900006,284.8523499,0.34718000000000004,92.91822399182459,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_58084_type_sources.png,
30,ztf_000436_zr_c14_q2_match_programid2.pytable,58717,sources,58347.3032755,58347.3064815,284.8531156,0.3238395,834.6671677789847,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_58717_type_sources.png,4
31,ztf_000436_zr_c14_q2_match_programid2.pytable,59321,sources,58348.30642359999,58348.308263900006,284.8524217,0.30182950000000003,255.5643611987561,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_59321_type_sources.png,
32,ztf_000436_zr_c14_q2_match_programid2.pytable,69872,sources,58348.3179051,58348.3211227,284.4516458,0.5237128,1291.3607109611642,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_69872_type_sources.png,
33,ztf_000436_zr_c14_q2_match_programid2.pytable,74310,sources,58347.21280090001,58347.2183102,284.8508359,0.3496117,-93.58900817920576,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_74310_type_sources.png,
34,ztf_000436_zr_c14_q2_match_programid2.pytable,319,transients,58348.2310532,58348.23517359999,284.8507121,0.7031364,671.6446799693215,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_319_type_transients.png,
35,ztf_000436_zr_c14_q2_match_programid2.pytable,351,transients,58348.22967590001,58348.237013900005,284.850846,0.6659829,1263.561217459398,found_flares_436/ztf_000436_zr_c14_q2_match_programid2_id_351_type_transients.png,
