match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c13_q1_match_programid2.pytable,6035,sources,58347.3156597,58347.3179514,287.6542608,0.9836449,115.09467039005057
ztf_000436_zr_c13_q1_match_programid2.pytable,17452,sources,58348.221875,58348.2241667,287.5539117,0.7852826,256.11989405451203
ztf_000436_zr_c13_q1_match_programid2.pytable,52628,sources,58347.2141898,58347.2160185,287.6662046,1.0061913,15.378721605098661
ztf_000436_zr_c13_q1_match_programid2.pytable,57965,sources,58347.2183102,58347.2288657,288.0180321,0.9060633,24932.707988978487
ztf_000436_zr_c13_q1_match_programid2.pytable,91140,sources,58348.3068866,58348.3119329,288.0260831,0.2762431,995.8507859011694
ztf_000436_zr_c13_q1_match_programid2.pytable,91255,sources,58347.2183102,58347.2201505,287.8456296,0.2745169,-21.01296204903562
ztf_000436_zr_c13_q1_match_programid2.pytable,97435,sources,58347.321169,58347.3234606,287.6536017,0.9825895,2800.7708584330794
ztf_000436_zr_c13_q1_match_programid2.pytable,105556,sources,58347.2826042,58347.2844444,287.8472329,0.8081173,-281.21512121987746
ztf_000436_zr_c13_q1_match_programid2.pytable,109886,sources,58347.2826042,58347.2849074,287.954746,0.7172386,-316.2610183175127
ztf_000436_zr_c13_q1_match_programid2.pytable,126436,sources,58348.3101042,58348.3179051,287.5731741,0.3703093,570.7031594063767
ztf_000436_zr_c13_q1_match_programid2.pytable,141594,sources,58348.2310532,58348.2328819,287.5531008,0.7832779,186.78768004272743
ztf_000436_zr_c13_q1_match_programid2.pytable,147431,sources,58348.3234259,58348.3252662,287.8296488,0.5885325,209.66369709256853
ztf_000436_zr_c13_q1_match_programid2.pytable,172106,sources,58348.3137731,58348.3156134,287.356029,1.0668603,228.11889630840858
ztf_000436_zr_c13_q1_match_programid2.pytable,188757,sources,58347.2738773,58347.2771065,287.659103,0.9928026,278.30502048159883
ztf_000436_zr_c13_q1_match_programid2.pytable,189381,sources,58348.2811574,58348.284838,287.5473816,0.7718787,711.9948402314546
ztf_000436_zr_c13_q1_match_programid2.pytable,2105,transients,58348.2885069,58348.2903472,287.5061281,0.2330662,224.49757094945113
ztf_000436_zr_c13_q1_match_programid2.pytable,16620,transients,58348.2788657,58348.284375,288.0287857,0.2781197,789.316156042609
