match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c05_q3_match_programid2.pytable,45200,sources,58347.2109722,58347.2128009,286.3465836,-4.4177713,61.237892607178054
ztf_000436_zr_c05_q3_match_programid2.pytable,45201,sources,58347.2123495,58347.2146412,286.3872471,-4.4177842,113.21003194011294
ztf_000436_zr_c05_q3_match_programid2.pytable,45216,sources,58347.2123495,58347.2141898,286.8749598,-4.4177184,308.2759315165397
ztf_000436_zr_c05_q3_match_programid2.pytable,45243,sources,58347.234375,58347.2366667,286.4089046,-4.4181993,212.03594189386422
ztf_000436_zr_c05_q3_match_programid2.pytable,45307,sources,58347.2807755,58347.2844444,286.3655972,-4.4195825,32.3115036125883
ztf_000436_zr_c05_q3_match_programid2.pytable,107119,sources,58348.3179051,58348.3215856,287.1470388,-4.2660056,949.0808333122206
ztf_000436_zr_c05_q3_match_programid2.pytable,136357,sources,58347.2128009,58347.2160185,286.5566373,-4.4179181,160.350482951904
ztf_000436_zr_c05_q3_match_programid2.pytable,137374,sources,58348.2935648,58348.2954051,286.8891439,-3.6240204,142.06691510743946
ztf_000436_zr_c05_q3_match_programid2.pytable,156516,sources,58348.2696875,58348.2719792,286.8826155,-3.6222282,137.97091660776294
ztf_000436_zr_c05_q3_match_programid2.pytable,8878,transients,58347.2128009,58347.2160185,286.3516968,-3.5967426,340.02802701687386
ztf_000436_zr_c05_q3_match_programid2.pytable,25467,transients,58347.3234606,58347.3253009,286.7509294,-3.5586815,26.966828418623805
ztf_000436_zr_c05_q3_match_programid2.pytable,104108,transients,58348.2278356,58348.2315046,286.9741143,-4.486548,902.7092390806192
ztf_000436_zr_c05_q3_match_programid2.pytable,104354,transients,58348.2241667,58348.229213,286.7113805,-4.4868006,469.28142273171545
ztf_000436_zr_c05_q3_match_programid2.pytable,104357,transients,58348.2315046,58348.2347222,286.3762721,-4.4869212,200.05420139855002
ztf_000436_zr_c05_q3_match_programid2.pytable,104490,transients,58348.225544,58348.2273843,287.0401193,-4.4864661,31.597161921076633
ztf_000436_zr_c05_q3_match_programid2.pytable,104497,transients,58348.221875,58348.2237037,286.3421514,-4.4868385,307.02460042492606
ztf_000436_zr_c05_q3_match_programid2.pytable,104643,transients,58348.2260069,58348.2296759,286.7160954,-4.4868465,359.8801541487912
ztf_000436_zr_c05_q3_match_programid2.pytable,104665,transients,58348.225544,58348.229213,286.3982302,-4.4862989,261.6240165864635
ztf_000436_zr_c05_q3_match_programid2.pytable,110859,transients,58348.2365625,58348.2383912,286.6970126,-4.4869727,88.85099303820084
ztf_000436_zr_c05_q3_match_programid2.pytable,110919,transients,58348.2365625,58348.2383912,286.397504,-4.4870562,112.01377969166083
ztf_000436_zr_c05_q3_match_programid2.pytable,111246,transients,58348.2370139,58348.2402315,286.5629475,-4.487019,1056.651062933552
ztf_000436_zr_c05_q3_match_programid2.pytable,112253,transients,58348.2406944,58348.2443634,286.3489812,-4.4871237,271.6947775639512
ztf_000436_zr_c05_q3_match_programid2.pytable,113111,transients,58348.2443634,58348.2462037,286.5619957,-4.4871309,290.1136684675724
