,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c02_q2_match_programid2.pytable,19678,sources,58347.225196800006,58347.22748840001,285.18173989999997,-4.9462699,588.7578797317697,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_19678_type_sources.png,4
1,ztf_000436_zr_c02_q2_match_programid2.pytable,30843,sources,58348.2921875,58348.29585650001,285.0952249,-5.1325133,394.8295708261105,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_30843_type_sources.png,3
2,ztf_000436_zr_c02_q2_match_programid2.pytable,31115,sources,58348.3160648,58348.3197454,285.0930729,-5.1365590999999995,437.99427217251457,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_31115_type_sources.png,
3,ztf_000436_zr_c02_q2_match_programid2.pytable,31184,sources,58348.32342590001,58348.3266435,285.0923321,-5.1378639999999995,273.49609327090457,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_31184_type_sources.png,4
4,ztf_000436_zr_c02_q2_match_programid2.pytable,46252,sources,58348.2535995,58348.2572685,285.1083745,-5.4030885,1830.6052185691285,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_46252_type_sources.png,3
5,ztf_000436_zr_c02_q2_match_programid2.pytable,54857,sources,58348.2756597,58348.2774884,284.6259441,-4.7014382,377.4704866350376,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_54857_type_sources.png,3
6,ztf_000436_zr_c02_q2_match_programid2.pytable,67534,sources,58347.2844444,58347.288125,285.1756555,-4.956373200000001,-1.5253834820408088,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_67534_type_sources.png,2
7,ztf_000436_zr_c02_q2_match_programid2.pytable,72624,sources,58348.22048609999,58348.222326400006,285.00512910000003,-5.055672400000001,424.22429818596845,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_72624_type_sources.png,4
8,ztf_000436_zr_c02_q2_match_programid2.pytable,90936,sources,58348.2756597,58348.2774884,285.1059667,-5.4020345,1614.7150761853684,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_90936_type_sources.png,3
9,ztf_000436_zr_c02_q2_match_programid2.pytable,93798,sources,58347.23254630001,58347.234375,284.8055377,-5.4522702,2.4805716574873315,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_93798_type_sources.png,3
10,ztf_000436_zr_c02_q2_match_programid2.pytable,93847,sources,58347.277106500005,58347.278935199996,284.8007789,-5.4530684,-104.3565214371265,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_93847_type_sources.png,3
11,ztf_000436_zr_c02_q2_match_programid2.pytable,94267,sources,58348.251273099995,58348.2531366,285.2870014,-5.4604668,316.4836039150751,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_94267_type_sources.png,
12,ztf_000436_zr_c02_q2_match_programid2.pytable,98800,sources,58348.3045949,58348.3105556,284.5702365,-4.6887323,1080.7071259608688,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_98800_type_sources.png,
13,ztf_000436_zr_c02_q2_match_programid2.pytable,109551,sources,58347.216018499996,58347.2183102,285.1823458,-4.9445824,64.25361709545564,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_109551_type_sources.png,1
14,ztf_000436_zr_c02_q2_match_programid2.pytable,110130,sources,58347.295463,58347.2977662,285.1749405,-4.9583608,149.45120906864148,found_flares_436/ztf_000436_zr_c02_q2_match_programid2_id_110130_type_sources.png,2
