match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c08_q4_match_programid2.pytable,7278,sources,58348.3174537,58348.3192824,281.956509,-3.7524902,3857.3223737324734
ztf_000436_zr_c08_q4_match_programid2.pytable,27918,sources,58347.2311574,58347.2329977,281.8259989,-4.2138997,511.9174249825893
ztf_000436_zr_c08_q4_match_programid2.pytable,36242,sources,58348.2296759,58348.2406944,282.4446907,-3.636545,1040.5605978221233
ztf_000436_zr_c08_q4_match_programid2.pytable,39420,sources,58348.2917245,58348.2958565,281.9582046,-3.7498174,10943.478870523079
ztf_000436_zr_c08_q4_match_programid2.pytable,57993,sources,58348.2972454,58348.2990741,281.5916799,-4.2540112,165.96398906574325
ztf_000436_zr_c08_q4_match_programid2.pytable,62396,sources,58348.2310532,58348.2328819,282.0425168,-4.3635554,433.1634984471026
ztf_000436_zr_c08_q4_match_programid2.pytable,63148,sources,58348.2935648,58348.2954051,281.933236,-4.3825117,321.83171135632915
ztf_000436_zr_c08_q4_match_programid2.pytable,82329,sources,58347.2164815,58347.2183102,281.9129595,-4.1759058,228.31703692530326
ztf_000436_zr_c08_q4_match_programid2.pytable,82329,sources,58348.2310532,58348.2365625,281.9129595,-4.1759058,767.6014728713947
ztf_000436_zr_c08_q4_match_programid2.pytable,82362,sources,58347.2146412,58347.2183102,281.9089601,-4.1766587,973.3320671762921
ztf_000436_zr_c08_q4_match_programid2.pytable,82362,sources,58348.2310532,58348.2365625,281.9089601,-4.1766587,1399.7587763514953
ztf_000436_zr_c08_q4_match_programid2.pytable,107092,sources,58347.2160185,58347.2178588,281.9096138,-4.1770531,869.025267899066
ztf_000436_zr_c08_q4_match_programid2.pytable,108004,sources,58347.2826042,58347.2844444,282.1833865,-4.2004043,-213.27059285193272
ztf_000436_zr_c08_q4_match_programid2.pytable,126339,sources,58347.2826042,58347.2844444,282.1835815,-4.2005302,-174.8080763449859
ztf_000436_zr_c08_q4_match_programid2.pytable,126993,sources,58347.2826042,58347.2844444,281.8647462,-4.2247066,-166.40383276110728
ztf_000436_zr_c08_q4_match_programid2.pytable,151863,sources,58347.3051042,58347.3106134,282.0286567,-4.0321737,707.2374151065923
ztf_000436_zr_c08_q4_match_programid2.pytable,3683,transients,58348.2462037,58348.2494444,282.2851926,-4.2671027,438.53880260547345
ztf_000436_zr_c08_q4_match_programid2.pytable,4583,transients,58348.3009144,58348.3027546,282.3682644,-4.4436421,60.331809726572374
