match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c06_q2_match_programid2.pytable,1853,sources,58347.2123495,58347.2141898,285.0513648,-2.7689797,3.6797772928203187
ztf_000436_zr_c06_q2_match_programid2.pytable,4488,sources,58348.2866782,58348.2903472,284.8457905,-2.8140017,1002.1591094338476
ztf_000436_zr_c06_q2_match_programid2.pytable,7106,sources,58348.3105556,58348.3137731,285.1445091,-2.8589721,339.3610248936277
ztf_000436_zr_c06_q2_match_programid2.pytable,27830,sources,58347.3175,58347.3216319,285.1868262,-3.2134742,543.1759463516279
ztf_000436_zr_c06_q2_match_programid2.pytable,32294,sources,58348.2204861,58348.2237037,285.1028574,-3.2833463,1641.0135171161023
ztf_000436_zr_c06_q2_match_programid2.pytable,32336,sources,58348.2310532,58348.2351736,285.1016797,-3.2841535,536.9704218155165
ztf_000436_zr_c06_q2_match_programid2.pytable,33891,sources,58347.2219792,58347.2238194,285.1282442,-3.3095719,375.31009714594757
ztf_000436_zr_c06_q2_match_programid2.pytable,39160,sources,58348.3027546,58348.3050463,285.1744261,-3.3937128,786.0696193555577
ztf_000436_zr_c06_q2_match_programid2.pytable,44825,sources,58347.2219792,58347.2256597,284.6246184,-3.4804363,2421.8769514747437
ztf_000436_zr_c06_q2_match_programid2.pytable,49443,sources,58348.3045949,58348.3105556,284.5517353,-3.5501551,829.9566069030761
ztf_000436_zr_c06_q2_match_programid2.pytable,52149,sources,58347.2183102,58347.2219792,284.5517175,-2.7489217,391.0296078439994
ztf_000436_zr_c06_q2_match_programid2.pytable,56915,sources,58348.2715278,58348.2774884,284.4899813,-2.8367508,2545.521059953699
ztf_000436_zr_c06_q2_match_programid2.pytable,58364,sources,58348.3013773,58348.303206,284.7895718,-2.8637102,233.21632465022066
ztf_000436_zr_c06_q2_match_programid2.pytable,58378,sources,58347.2325463,58347.234838,284.7878077,-2.863886,111.85232922213396
ztf_000436_zr_c06_q2_match_programid2.pytable,61618,sources,58348.2388426,58348.2420718,284.984678,-2.9219595,415.29037068717696
