,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c09_q3_match_programid2.pytable,2464,sources,58348.2660069,58348.2678472,286.9746852,-1.7299144,380.9239017380425,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_2464_type_sources.png,4
1,ztf_000436_zr_c09_q3_match_programid2.pytable,24629,sources,58348.2365625,58348.23839119999,287.126619,-2.1111287999999995,107.7712974711692,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_24629_type_sources.png,3
2,ztf_000436_zr_c09_q3_match_programid2.pytable,30447,sources,58348.2862153,58348.2903472,286.3959151,-2.2096795,850.9765122570785,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_30447_type_sources.png,2
3,ztf_000436_zr_c09_q3_match_programid2.pytable,52941,sources,58347.2660764,58347.267916699995,286.7349736,-1.7190311999999999,360.99266450285455,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_52941_type_sources.png,4
4,ztf_000436_zr_c09_q3_match_programid2.pytable,54762,sources,58348.3105556,58348.31239580001,286.9752233,-1.7513183,236.53881658281688,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_54762_type_sources.png,3
5,ztf_000436_zr_c09_q3_match_programid2.pytable,73407,sources,58347.3142824,58347.31795140001,286.45901630000003,-2.0919248,535.3405283752531,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_73407_type_sources.png,3
6,ztf_000436_zr_c09_q3_match_programid2.pytable,74527,sources,58348.2457407,58348.24804400001,287.125199,-2.1126866,478.6639630295937,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_74527_type_sources.png,4
7,ztf_000436_zr_c09_q3_match_programid2.pytable,96792,sources,58348.3027546,58348.30642359999,286.6282026,-1.713236,74.8972105961963,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_96792_type_sources.png,
8,ztf_000436_zr_c09_q3_match_programid2.pytable,97294,sources,58348.25173609999,58348.2535995,286.974429,-1.7231116999999998,233.1700834542624,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_97294_type_sources.png,2
9,ztf_000436_zr_c09_q3_match_programid2.pytable,116218,sources,58348.2549769,58348.2568171,287.12509520000003,-2.114608,522.8644507496351,found_flares_436/ztf_000436_zr_c09_q3_match_programid2_id_116218_type_sources.png,
