match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c09_q1_match_programid2.pytable,14521,sources,58347.2141898,58347.2178588,287.2951103,-1.0633168,771.9599850615549
ztf_000436_zr_c09_q1_match_programid2.pytable,15101,sources,58347.234375,58347.2366667,287.296425,-1.0724608,436.92524342326055
ztf_000436_zr_c09_q1_match_programid2.pytable,15177,sources,58347.234375,58347.2362153,287.292243,-1.0738424,54.164597339777345
ztf_000436_zr_c09_q1_match_programid2.pytable,15439,sources,58347.2146412,58347.2178588,287.2931973,-1.0782532,10.20007928913131
ztf_000436_zr_c09_q1_match_programid2.pytable,15461,sources,58347.2146412,58347.2164815,287.2942791,-1.0785701,189.5621332015495
ztf_000436_zr_c09_q1_match_programid2.pytable,23738,sources,58347.2734259,58347.2757176,287.9832114,-1.2122335,-331.4392043942223
ztf_000436_zr_c09_q1_match_programid2.pytable,23973,sources,58347.2940856,58347.2977662,287.980935,-1.2161821,-169.6791367676197
ztf_000436_zr_c09_q1_match_programid2.pytable,31523,sources,58348.2756597,58348.2774884,287.1957567,-1.3410342,1858.157938754477
ztf_000436_zr_c09_q1_match_programid2.pytable,35099,sources,58348.3192824,58348.3215856,287.8803828,-1.400184,309.42627064654494
ztf_000436_zr_c09_q1_match_programid2.pytable,54565,sources,58348.3119329,58348.3137731,287.4918322,-0.8936181,341.6610435516808
ztf_000436_zr_c09_q1_match_programid2.pytable,63804,sources,58347.2178588,58347.2196875,287.2957921,-1.0652903,180.30049164656188
ztf_000436_zr_c09_q1_match_programid2.pytable,80957,sources,58348.2273843,58348.2296759,287.8898732,-1.3835801,3522.2425421409466
ztf_000436_zr_c09_q1_match_programid2.pytable,88525,sources,58347.3175,58347.3193403,287.191798,-1.5276768,282.1207078668762
ztf_000436_zr_c09_q1_match_programid2.pytable,89364,sources,58347.2183102,58347.2201505,287.2206285,-1.5444363,477.6236895297952
ztf_000436_zr_c09_q1_match_programid2.pytable,97825,sources,58347.2826042,58347.2849074,287.4546005,-0.8847021,-313.6093584775583
ztf_000436_zr_c09_q1_match_programid2.pytable,121336,sources,58348.2370139,58348.2402315,287.8889791,-1.3854587,2033.5603286295768
ztf_000436_zr_c09_q1_match_programid2.pytable,121560,sources,58348.2660069,58348.2701389,287.8856287,-1.3906463,706.2463470402716
ztf_000436_zr_c09_q1_match_programid2.pytable,127549,sources,58347.321169,58347.3230093,287.1907362,-1.5272883,516.7624845150596
ztf_000436_zr_c09_q1_match_programid2.pytable,127814,sources,58347.2844444,58347.2867477,287.20092,-1.5337901,-239.80563635022156
ztf_000436_zr_c09_q1_match_programid2.pytable,127913,sources,58347.2697569,58347.2720486,287.2055315,-1.5358774,576.8547299650367
ztf_000436_zr_c09_q1_match_programid2.pytable,151493,sources,58348.3027546,58348.3068866,287.8817462,-1.3973011,693.5036293164128
ztf_000436_zr_c09_q1_match_programid2.pytable,151494,sources,58348.3082639,58348.3101042,287.8811978,-1.3978596,573.3485113595152
ztf_000436_zr_c09_q1_match_programid2.pytable,171456,sources,58347.313831,58347.3161227,287.1926325,-1.5284819,432.0592321783903
ztf_000436_zr_c09_q1_match_programid2.pytable,172987,sources,58347.2849074,58347.2867477,287.9740753,-1.6297716,-115.08582121525461
ztf_000436_zr_c09_q1_match_programid2.pytable,173485,sources,58348.2917245,58348.2940278,287.8158711,-0.8450003,87.54208977402737
ztf_000436_zr_c09_q1_match_programid2.pytable,179046,sources,58348.284375,58348.2866782,287.8842553,-1.3939698,1390.211630809156
ztf_000436_zr_c09_q1_match_programid2.pytable,7626,transients,58348.2388426,58348.2406944,287.4086547,-1.4436718,274.4727521083139
ztf_000436_zr_c09_q1_match_programid2.pytable,9842,transients,58348.2241667,58348.2260069,287.4094234,-1.4599929,271.3071244439486
ztf_000436_zr_c09_q1_match_programid2.pytable,10083,transients,58348.299537,58348.3156134,287.1679853,-0.8757796,2144.134934085942
ztf_000436_zr_c09_q1_match_programid2.pytable,24834,transients,58348.2315046,58348.2365625,288.0273634,-0.9055213,1531.9255261654796
ztf_000436_zr_c09_q1_match_programid2.pytable,24837,transients,58348.2351736,58348.2370139,288.0284404,-0.9180971,487.31364716084045
ztf_000436_zr_c09_q1_match_programid2.pytable,25207,transients,58348.2351736,58348.2383912,288.0296977,-1.1884588,814.5782798622745
ztf_000436_zr_c09_q1_match_programid2.pytable,25910,transients,58347.3230093,58347.324838,288.0029364,-0.779047,29.0211793421729
ztf_000436_zr_c09_q1_match_programid2.pytable,39963,transients,58348.2609491,58348.2627778,287.5468547,-1.6906476,32.543302247688416
ztf_000436_zr_c09_q1_match_programid2.pytable,87020,transients,58348.2237037,58348.2260069,287.9742064,-1.7074234,82.53504075806035
