match_file,id,type,mintime,maxtime,ra,dec,equivdur
ztf_000436_zr_c07_q1_match_programid2.pytable,29077,sources,58347.2109722,58347.2146412,283.689948,-3.2827517,247.3610906964576
ztf_000436_zr_c07_q1_match_programid2.pytable,29514,sources,58347.2679167,58347.2734259,283.687023,-3.2908159,1440.7075534785145
ztf_000436_zr_c07_q1_match_programid2.pytable,33280,sources,58347.3051042,58347.3069444,283.760405,-3.3619275,2181.867366606558
ztf_000436_zr_c07_q1_match_programid2.pytable,36399,sources,58348.2273843,58348.2315046,283.6469223,-3.4223676,5044.23186609143
ztf_000436_zr_c07_q1_match_programid2.pytable,42384,sources,58347.2128009,58347.2146412,283.473678,-3.549133,9.303785589731604
ztf_000436_zr_c07_q1_match_programid2.pytable,54082,sources,58348.2660069,58348.2683102,283.9471466,-2.9462333,1758.8814547425322
ztf_000436_zr_c07_q1_match_programid2.pytable,71253,sources,58347.2940856,58347.2991435,283.6854016,-3.2943486,5558.874239964565
ztf_000436_zr_c07_q1_match_programid2.pytable,73600,sources,58348.284375,58348.2862153,283.9292922,-3.3392562,315.6537730643221
ztf_000436_zr_c07_q1_match_programid2.pytable,78338,sources,58348.2591088,58348.2646181,283.6449665,-3.4266165,1505.297281748572
ztf_000436_zr_c07_q1_match_programid2.pytable,104917,sources,58348.2333449,58348.2365625,283.6931946,-3.167219,194.9131197578634
ztf_000436_zr_c07_q1_match_programid2.pytable,117215,sources,58348.2512731,58348.2554398,283.6457232,-3.4255952,6131.751598774147
ztf_000436_zr_c07_q1_match_programid2.pytable,117711,sources,58348.3197454,58348.3248032,283.6423492,-3.4351108,1821.7377867599698
ztf_000436_zr_c07_q1_match_programid2.pytable,124046,sources,58347.2183102,58347.2201505,283.8188429,-3.5497556,6.912703378958668
ztf_000436_zr_c07_q1_match_programid2.pytable,139097,sources,58347.2826042,58347.2849074,283.9897439,-3.1950894,-193.60108794140197
ztf_000436_zr_c07_q1_match_programid2.pytable,163553,sources,58348.2365625,58348.2388426,284.0944764,-3.3539508,469.9875820621374
ztf_000436_zr_c07_q1_match_programid2.pytable,167787,sources,58347.2830671,58347.2862847,284.151307,-3.5437216,-167.3569220407478
ztf_000436_zr_c07_q1_match_programid2.pytable,181102,sources,58348.2756597,58348.2774884,283.6440983,-3.4288114,6863.357562304568
ztf_000436_zr_c07_q1_match_programid2.pytable,120620,transients,58348.2535995,58348.2554398,283.501826,-3.6186146,99.17920333933955
