,match_file,id,type,mintime,maxtime,ra,dec,equivdur,plot_name,labels
0,ztf_000436_zr_c06_q2_match_programid2.pytable,1853,sources,58347.2123495,58347.2141898,285.0513648,-2.7689797,3.679777292820319,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_1853_type_sources.png,3
1,ztf_000436_zr_c06_q2_match_programid2.pytable,4488,sources,58348.28667819999,58348.2903472,284.84579049999996,-2.8140017000000004,1002.1591094338477,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_4488_type_sources.png,
2,ztf_000436_zr_c06_q2_match_programid2.pytable,7106,sources,58348.3105556,58348.313773099995,285.1445091,-2.8589721000000003,339.3610248936277,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_7106_type_sources.png,
3,ztf_000436_zr_c06_q2_match_programid2.pytable,27830,sources,58347.3175,58347.3216319,285.1868262,-3.2134742000000003,543.1759463516279,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_27830_type_sources.png,3
4,ztf_000436_zr_c06_q2_match_programid2.pytable,32294,sources,58348.22048609999,58348.223703699994,285.10285739999995,-3.2833463,1641.0135171161025,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_32294_type_sources.png,4
5,ztf_000436_zr_c06_q2_match_programid2.pytable,32336,sources,58348.2310532,58348.23517359999,285.1016797,-3.2841535000000004,536.9704218155165,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_32336_type_sources.png,
6,ztf_000436_zr_c06_q2_match_programid2.pytable,33891,sources,58347.221979199996,58347.2238194,285.1282442,-3.3095719,375.3100971459476,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_33891_type_sources.png,
7,ztf_000436_zr_c06_q2_match_programid2.pytable,39160,sources,58348.3027546,58348.3050463,285.17442610000006,-3.3937128,786.0696193555577,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_39160_type_sources.png,
8,ztf_000436_zr_c06_q2_match_programid2.pytable,44825,sources,58347.221979199996,58347.2256597,284.6246184,-3.4804362999999996,2421.876951474744,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_44825_type_sources.png,
9,ztf_000436_zr_c06_q2_match_programid2.pytable,49443,sources,58348.3045949,58348.3105556,284.5517353,-3.5501551,829.9566069030761,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_49443_type_sources.png,
10,ztf_000436_zr_c06_q2_match_programid2.pytable,52149,sources,58347.2183102,58347.221979199996,284.5517175,-2.7489217,391.02960784399943,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_52149_type_sources.png,
11,ztf_000436_zr_c06_q2_match_programid2.pytable,56915,sources,58348.2715278,58348.2774884,284.4899813,-2.8367508,2545.521059953699,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_56915_type_sources.png,3
12,ztf_000436_zr_c06_q2_match_programid2.pytable,58364,sources,58348.3013773,58348.303206,284.78957180000003,-2.8637102000000003,233.21632465022066,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_58364_type_sources.png,
13,ztf_000436_zr_c06_q2_match_programid2.pytable,58378,sources,58347.23254630001,58347.234838,284.78780770000003,-2.863886,111.85232922213396,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_58378_type_sources.png,4
14,ztf_000436_zr_c06_q2_match_programid2.pytable,61618,sources,58348.2388426,58348.24207180001,284.984678,-2.9219595000000003,415.29037068717696,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_61618_type_sources.png,1
15,ztf_000436_zr_c06_q2_match_programid2.pytable,81692,sources,58348.284375,58348.2903472,285.0963298,-3.2885692000000004,1256.7274914209845,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_81692_type_sources.png,
16,ztf_000436_zr_c06_q2_match_programid2.pytable,81790,sources,58348.308263900006,58348.3119329,285.094689,-3.29055,1604.9418691350968,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_81790_type_sources.png,
17,ztf_000436_zr_c06_q2_match_programid2.pytable,82993,sources,58347.230705999995,58347.2329977,285.1292308,-3.3147651,113.90892560763625,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_82993_type_sources.png,3
18,ztf_000436_zr_c06_q2_match_programid2.pytable,82993,sources,58348.30642359999,58348.31010419999,285.1292308,-3.3147651,191.64835578812816,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_82993_type_sources.png,
19,ztf_000436_zr_c06_q2_match_programid2.pytable,84629,sources,58347.221979199996,58347.2238194,285.0887069,-3.3462636,122.49653132117645,found_flares_436/ztf_000436_zr_c06_q2_match_programid2_id_84629_type_sources.png,
